TIME_PERIOD,TIME_IDENTIFIER,TRUST_GROUP_TYPE,TRUST_NAME,TRUST_UID,TRUST_ID,TRUST_COMPANIES_HOUSE_NUMBER,TRUST_UKPRN,TRUST_LEADREGION,INSTITUTIONS_MATPTINC,NUMINST_MATPTINC,NUMINST_FSM6CLA1A_MATPTINC,NUMINST_CONVERTER_MATPTINC,NUMINST_SPONSOR_MATPTINC,NUMINST_FREE_MATPTINC,NUMINST_3_MATPTINC,NUMINST_4PLUS_MATPTINC,TELIG_MATPTINC,KS1APS_MATPTINC,PFSM6CLA1A_MATPTINC,PNOTFSM6CLA1A_MATPTINC,PEALGRP2_MATPTINC,PSEN_MATPTINC,READ_PROGSCORE_EM_ADJ_WGTAVG,READ_PROGSCORE_ADJ_UPPER,READ_PROGSCORE_ADJ_LOWER,WRIT_PROGSCORE_EM_ADJ_WGTAVG,WRIT_PROGSCORE_ADJ_UPPER,WRIT_PROGSCORE_ADJ_LOWER,MAT_PROGSCORE_EM_ADJ_WGTAVG,MAT_PROGSCORE_ADJ_UPPER,MAT_PROGSCORE_ADJ_LOWER,READ_PROGSCORE_EM_ADJ_WGTAVG_FSM6CLA1A,READ_PROGSCORE_ADJ_UPPER_FSM6CLA1A,READ_PROGSCORE_ADJ_LOWER_FSM6CLA1A,WRIT_PROGSCORE_EM_ADJ_WGTAVG_FSM6CLA1A,WRIT_PROGSCORE_ADJ_UPPER_FSM6CLA1A,WRIT_PROGSCORE_ADJ_LOWER_FSM6CLA1A,MAT_PROGSCORE_EM_ADJ_WGTAVG_FSM6CLA1A,MAT_PROGSCORE_ADJ_UPPER_FSM6CLA1A,MAT_PROGSCORE_ADJ_LOWER_FSM6CLA1A,READ_PROGSCORE_EM_ADJ_WGTAVG_NOTFSM6CLA1A,READ_PROGSCORE_ADJ_UPPER_NOTFSM6CLA1A,READ_PROGSCORE_ADJ_LOWER_NOTFSM6CLA1A,WRIT_PROGSCORE_EM_ADJ_WGTAVG_NOTFSM6CLA1A,WRIT_PROGSCORE_ADJ_UPPER_NOTFSM6CLA1A,WRIT_PROGSCORE_ADJ_LOWER_NOTFSM6CLA1A,MAT_PROGSCORE_EM_ADJ_WGTAVG_NOTFSM6CLA1A,MAT_PROGSCORE_ADJ_UPPER_NOTFSM6CLA1A,MAT_PROGSCORE_ADJ_LOWER_NOTFSM6CLA1A,PRWM_EXP_WGTAVG,PRWM_EXP_WGTAVG_FSM6CLA1A,PRWM_EXP_WGTAVG_NOTFSM6CLA1A,READ_PROGSCORE_BANDING,WRIT_PROGSCORE_BANDING,MAT_PROGSCORE_BANDING,INSTITUTIONS_INMAT,NUMINST_INMAT,NUMINST_CONVERTER_INMAT,NUMINST_SPONSOR_INMAT,NUMINST_FREE_INMAT,TELIG_INMAT,PFSM6CLA1A_INMAT,PNOTFSM6CLA1A_INMAT
202223,AcademicYear,Multi-academy trust,ASTON COMMUNITY EDUCATION TRUST,2195,TR00105,7577113,10058668,Yorkshire and the Humber,138357;141102;141539;142139;143482;144344;145928;145967;147871,9,9,4,4,1,1,8,344,7.8,46%,54%,7%,24%,-2.1,-1.4,-2.8,-0.8,-0.2,-1.5,-1.2,-0.6,-1.9,-2.4,-1.4,-3.4,-0.7,0.3,-1.6,-1.3,-0.4,-2.2,-1.8,-0.9,-2.7,-0.9,-0.1,-1.8,-1.2,-0.3,-2,55%,43%,65%,Below average,Below average,Below average,138357;141102;141539;142139;143482;144344;145928;145967;147871,9,4,4,1,344,46%,54%
202223,AcademicYear,Multi-academy trust,AURORA ACADEMIES TRUST,2206,TR00111,8107711,10059853,South East,138390;138391;138392;138400;139677;141038,6,6,0,5,1,0,6,350,7.5,49%,51%,14%,19%,-1.9,-1.3,-2.6,-0.3,0.4,-0.9,-2.6,-2,-3.3,-2.7,-1.7,-3.6,-0.4,0.5,-1.3,-3,-2.1,-3.9,-1.2,-0.2,-2.1,-0.1,0.8,-1.1,-2.2,-1.3,-3.1,46%,32%,59%,Below average,Average,Below average,138390;138391;138392;138400;139677;141038,6,0,5,1,350,49%,51%
202223,AcademicYear,Multi-academy trust,AVANTI SCHOOLS TRUST,2209,TR00112,7506598,10058487,London,136930;138688;142489;142861;145142;147650;147651;147652,8,8,2,0,6,3,5,393,8.2,11%,89%,57%,11%,1.3,2,0.6,-0.2,0.5,-0.9,3.2,3.9,2.6,-1.5,1.2,-4.3,-2,0.6,-4.6,-1.1,1.5,-3.7,1.5,2.2,0.7,-0.1,0.6,-0.8,3.5,4.2,2.8,69%,28%,74%,Above average,Average,Well above average,136930;138688;142489;142861;145142;147650;147651;147652;147834,9,2,0,7,423,12%,88%
202223,AcademicYear,Multi-academy trust,AVOCET ACADEMY TRUST,2212,TR03025,9254238,10060882,East of England,141550;141551;141554;144211;146494,5,5,5,0,0,0,5,131,7.5,34%,66%,4%,19%,-1.2,-0.1,-2.3,-1.5,-0.5,-2.6,-1.1,0,-2.1,-2,-0.1,-3.8,-1.7,0.1,-3.5,-1,0.7,-2.8,-0.7,0.6,-2.1,-1.5,-0.2,-2.7,-1.1,0.2,-2.4,53%,41%,59%,Below average,Below average,Average,141550;141551;141554;144211;146494,5,5,0,0,131,34%,66%
202223,AcademicYear,Multi-academy trust,THE BATH AND WELLS DIOCESAN ACADEMIES TRUST,2250,TR00145,8207095,10060066,South West,139205;139278;139324;139338;139934;140062;140456;141159;141162;141800;142402;142492;142563;143021;143100;143136;143621;143958;144984;145511;145512;145513;145515;145516;145517;145582;145583;145676;145716;147522;147523;147555,32,32,21,11,0,3,29,1110,7.9,25%,75%,9%,22%,-0.6,-0.3,-1,-1,-0.6,-1.4,-1.6,-1.3,-2,-2.7,-1.9,-3.4,-2.4,-1.6,-3.1,-4.1,-3.4,-4.8,0,0.4,-0.4,-0.5,-0.1,-1,-0.8,-0.4,-1.2,52%,27%,60%,Below average,Below average,Below average,139205;139278;139324;139338;139934;140062;140456;141159;141162;141800;142402;142492;142563;143021;143100;143136;143621;143958;144984;145511;145512;145513;145515;145516;145517;145582;145583;145676;145716;147522;147523;147555;148516;149379,34,22,12,0,1160,25%,75%
202223,AcademicYear,Multi-academy trust,BECKFOOT TRUST,2270,TR00163,8155088,10059960,Yorkshire and the Humber,143092;143094;144890;146281,4,4,3,1,0,0,4,228,7.6,32%,68%,37%,31%,-0.8,0,-1.6,-0.1,0.7,-0.9,-0.4,0.3,-1.2,-1.6,-0.2,-3,-1.1,0.3,-2.5,-0.7,0.7,-2,-0.4,0.6,-1.4,0.4,1.3,-0.6,-0.3,0.6,-1.3,55%,46%,59%,Average,Average,Average,143092;143094;144890;146281,4,3,1,0,228,32%,68%
202223,AcademicYear,Multi-academy trust,BEDFORDSHIRE SCHOOLS TRUST LIMITED,2275,TR00167,7546141,10055198,East of England,136713;137632;138021;140835;147081,5,5,3,1,1,0,5,622,8.1,12%,88%,4%,12%,-1.3,-0.8,-1.8,-0.7,-0.2,-1.1,-2.4,-1.9,-2.9,-0.7,0.8,-2.2,-1.1,0.3,-2.6,-3.8,-2.4,-5.2,-1.3,-0.8,-1.9,-0.6,-0.1,-1.1,-2.2,-1.7,-2.7,58%,34%,61%,Below average,Below average,Below average,136713;137632;138021;140835;147081,5,3,1,1,622,12%,88%
202223,AcademicYear,Multi-academy trust,BELLEVUE PLACE EDUCATION TRUST,2288,TR00178,7956784,10059611,London,139775;140494;140495;140953;141750;141751;142012;142114,8,8,0,0,8,1,7,310,8,29%,71%,40%,17%,0.7,1.5,0,1.1,1.8,0.4,0.4,1,-0.3,-0.8,0.5,-2.1,0,1.3,-1.3,-1.6,-0.4,-2.9,1.4,2.3,0.6,1.6,2.4,0.8,1.2,2.1,0.4,66%,46%,75%,Average,Above average,Average,139775;140494;140495;140953;141750;141751;142012;142114;148800,9,1,0,8,371,27%,73%
202223,AcademicYear,Multi-academy trust,DIOCESE OF HEREFORD MULTI ACADEMY TRUST,2326,TR00210,8762217,10060662,West Midlands,140183;141180;142142;142448;143454;143455;143801;143974;144201;145275;145300;145672;145673,13,11,10,3,0,0,13,231,7.7,SUPPMAT,SUPPMAT,6%,16%,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,140183;141180;142142;142448;143454;143455;143801;143974;144201;145275;145300;145672;145673,13,10,3,0,231,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,ST FRANCIS AND ST CLARE CATHOLIC MULTI ACADEMY COMPANY,2328,TR00211,8578428,10060502,West Midlands,139800;139892;139893;139894;141769;141789;141827;147367;147630,9,9,7,2,0,2,7,316,7.6,41%,59%,35%,15%,1.7,2.4,1,1.8,2.5,1.1,2.2,2.9,1.5,0.7,1.8,-0.4,1.1,2.1,0,1.4,2.5,0.4,2.4,3.4,1.5,2.4,3.3,1.5,2.8,3.7,1.9,66%,59%,71%,Above average,Above average,Above average,139800;139892;139893;139894;141769;141789;141827;147367;147630;148318,10,8,2,0,339,42%,58%
202223,AcademicYear,Multi-academy trust,THE BISHOP KONSTANT CATHOLIC ACADEMY TRUST,2332,TR00214,8253770,10060123,Yorkshire and the Humber,138941;138945;138946;138947;138949;138958;140558;141594;141595;142155,10,10,9,1,0,0,10,299,7.9,22%,78%,26%,17%,-0.8,-0.1,-1.5,-0.7,-0.1,-1.4,-0.8,-0.1,-1.5,-1.5,0,-3,-1.8,-0.3,-3.2,-2.4,-1,-3.8,-0.6,0.2,-1.4,-0.5,0.3,-1.2,-0.4,0.4,-1.1,59%,36%,66%,Below average,Below average,Below average,138941;138945;138946;138947;138949;138958;140558;141594;141595;142155;148164;148166,12,11,1,0,342,22%,78%
202223,AcademicYear,Multi-academy trust,THE BISHOP WHEELER CATHOLIC ACADEMY TRUST,2342,TR00224,8399801,10060320,Yorkshire and the Humber,139350;139352;139353;139354;139355;142004;142023;142159;142176,9,8,7,2,0,0,9,278,7.9,11%,89%,16%,16%,1,1.8,0.3,1.2,1.9,0.4,1.1,1.8,0.4,-0.9,1.4,-3.1,0.9,3.1,-1.3,-1.5,0.6,-3.6,1.3,2.1,0.5,1.2,2,0.4,1.4,2.2,0.6,70%,40%,74%,Above average,Above average,Above average,139350;139352;139353;139354;139355;142004;142023;142159;142176;148381;148879,11,9,2,0,329,12%,88%
202223,AcademicYear,Multi-academy trust,THE SEA VIEW TRUST,2350,TR00233,8597962,10060518,North West,140124;140128;140673,3,3,2,1,0,0,3,208,7.4,56%,44%,8%,24%,-0.2,0.7,-1,0.1,0.9,-0.7,-0.5,0.3,-1.3,-0.3,0.8,-1.5,-0.4,0.7,-1.5,-1.3,-0.2,-2.4,0,1.3,-1.3,0.7,1.9,-0.6,0.5,1.8,-0.7,54%,44%,66%,Average,Average,Average,140124;140128;140673,3,2,1,0,208,56%,44%
202223,AcademicYear,Multi-academy trust,BLESSED CHRISTOPHER WHARTON CATHOLIC ACADEMY TRUST,2353,TR02681,9066969,10060816,Yorkshire and the Humber,141059;141062;142945;142947;142951;143032;147922;147923;147924;147981;147982,11,11,11,0,0,5,6,338,7.8,19%,81%,27%,17%,1.1,1.7,0.4,1.1,1.8,0.4,1.7,2.3,1.1,0.2,1.8,-1.4,1.3,2.8,-0.2,0.4,1.9,-1,1.3,2,0.5,1.1,1.8,0.3,2,2.7,1.3,71%,61%,73%,Above average,Above average,Above average,141059;141062;142945;142947;142951;143032;147922;147923;147924;147981;147982;148101;148102;148256;148258;148477,16,16,0,0,514,26%,74%
202223,AcademicYear,Multi-academy trust,ST THOMAS AQUINAS CATHOLIC MULTI ACADEMY TRUST,2354,TR00235,8090890,10059818,East Midlands,138080;138081;138090;138115;138185;138294;138295;138296;138297;138299;142724;146105;146133;146147;146158;146180;146224,17,16,17,0,0,0,17,592,7.7,22%,78%,33%,20%,1.7,2.2,1.1,1.7,2.2,1.2,1.7,2.2,1.2,0.2,1.3,-1,0.4,1.4,-0.7,0.1,1.1,-1,2.1,2.7,1.5,2.1,2.7,1.5,2.1,2.7,1.6,67%,50%,72%,Above average,Above average,Above average,138080;138081;138090;138115;138185;138294;138295;138296;138297;138299;139611;142724;146105;146133;146147;146158;146180;146224;149144,19,19,0,0,657,22%,78%
202223,AcademicYear,Multi-academy trust,VOYAGE EDUCATION PARTNERSHIP,2376,TR00253,8158309,10059969,East Midlands,138751;138752;139191;139266;139597;140498;144491,7,7,4,2,1,0,7,310,7.3,31%,69%,55%,23%,1.2,1.9,0.5,1.7,2.4,1,1.5,2.2,0.8,0,1.2,-1.3,0.5,1.7,-0.8,-0.5,0.7,-1.7,1.8,2.7,0.9,2.3,3.1,1.4,2.5,3.3,1.7,62%,52%,66%,Above average,Above average,Above average,138751;138752;139191;139266;139597;140498;144491,7,4,2,1,310,31%,69%
202223,AcademicYear,Multi-academy trust,BOURNE EDUCATION TRUST,2386,TR00263,7768726,10059305,South East,139479;139890;139951;140509;140860;142084;144387;145796;145797;147257,10,10,7,3,0,0,10,567,7.8,23%,77%,31%,21%,0.4,1,-0.1,-0.5,0,-1,-0.5,0,-1.1,-1,0.2,-2.1,-1.3,-0.2,-2.4,-1.3,-0.3,-2.4,0.8,1.4,0.2,-0.2,0.3,-0.8,-0.3,0.3,-0.9,59%,42%,64%,Average,Average,Average,139479;139890;139951;140509;140860;142084;144387;145796;145797;147257;148385,11,7,4,0,680,27%,73%
202223,AcademicYear,Multi-academy trust,BRADFORD DIOCESAN ACADEMIES TRUST,2408,TR00278,8258994,10060130,Yorkshire and the Humber,138916;139201;141098;142824;142946;143847;145072;145180;145220;145225;146049;146512;146536,13,13,6,7,0,0,13,553,7.8,37%,63%,32%,17%,-1.4,-0.9,-1.9,0.4,0.9,-0.1,-1.6,-1.1,-2.1,-2.1,-1.2,-3,-0.1,0.7,-1,-2.3,-1.4,-3.1,-1,-0.3,-1.7,0.7,1.4,0.1,-1.2,-0.6,-1.9,53%,41%,61%,Below average,Average,Below average,138916;139201;141098;142824;142946;143847;145072;145180;145220;145225;146049;146512;146536;149161,14,7,7,0,611,34%,66%
202223,AcademicYear,Multi-academy trust,BRIDGE MULTI-ACADEMY TRUST,2430,TR00294,7736425,10059260,South West,136957;137366;140020;142038;142496;142953;142954;142955;142956;142959;144570;145518;145519;145561,14,12,11,3,0,0,14,305,7.5,26%,74%,3%,21%,0.3,1.1,-0.4,0.7,1.4,0,-0.3,0.4,-1,0.6,2,-0.8,0,1.3,-1.4,-1.1,0.2,-2.4,0.3,1.1,-0.6,1,1.8,0.2,0,0.8,-0.8,56%,35%,64%,Average,Average,Average,136957;137366;140020;142038;142496;142953;142954;142955;142956;142959;144570;145518;145519;145561,14,11,3,0,305,26%,74%
202223,AcademicYear,Multi-academy trust,BRIDGWATER & TAUNTON COLLEGE TRUST,2434,TR00296,8098956,10059829,South West,137118;138375;139717;146243,4,4,1,3,0,1,3,256,7.7,SUPPMAT,SUPPMAT,12%,25%,-2.9,-2.1,-3.7,-0.7,0.1,-1.4,-2.8,-2.1,-3.5,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,46%,SUPPMAT,SUPPMAT,Well below average,Average,Below average,137118;138375;139717;146243,4,1,3,0,256,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,BRIGHT FUTURES EDUCATIONAL TRUST,2437,TR00298,7695771,10046414,North West,138784;138785;141867,3,3,0,3,0,0,3,226,7.1,56%,44%,62%,23%,1.3,2.2,0.4,0.5,1.4,-0.3,2.7,3.5,1.8,1,2.2,-0.2,0.2,1.3,-1,1.7,2.8,0.6,1.7,3,0.4,1,2.2,-0.3,3.9,5.1,2.7,62%,55%,70%,Above average,Average,Above average,138654;138784;138785;138977;140877;141867;144649,7,2,5,0,405,45%,55%
202223,AcademicYear,Multi-academy trust,THE BROOKE WESTON TRUST,2471,TR00327,2400784,10058154,East Midlands,138672;138761;139466;140120;143025,5,5,3,2,0,0,5,294,7.5,SUPPMAT,SUPPMAT,28%,20%,-1.1,-0.3,-1.8,-1.6,-0.9,-2.3,0.1,0.8,-0.5,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,57%,SUPPMAT,SUPPMAT,Below average,Below average,Average,138672;138761;139466;140120;143025,5,3,2,0,294,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,BMAT EDUCATION,2497,TR00353,7843166,10059426,East of England,139398;139399;140019;140024;142771,5,5,0,4,1,0,5,223,7.7,28%,72%,22%,6%,0.1,1,-0.7,1.5,2.3,0.7,-0.1,0.7,-0.9,-1.1,0.5,-2.6,1.1,2.6,-0.4,-1,0.5,-2.5,0.7,1.7,-0.4,1.7,2.6,0.7,0.3,1.2,-0.7,56%,41%,62%,Average,Above average,Average,139398;139399;140019;140024;142771,5,0,4,1,223,28%,72%
202223,AcademicYear,Multi-academy trust,CABOT LEARNING FEDERATION,2516,TR00367,6207590,10058211,South West,137106;138603;138655;138658;138789;138791;139694;140216;146101,9,9,3,6,0,0,9,467,7.7,33%,67%,24%,21%,0.2,0.8,-0.4,0.5,1.1,-0.1,0.6,1.1,0,0,1,-1,-0.1,0.9,-1,0.1,1.1,-0.8,0.3,1.1,-0.4,0.8,1.5,0.1,0.8,1.5,0.1,65%,51%,72%,Average,Average,Average,137106;138603;138655;138658;138789;138791;139694;140216;146101;148160,10,4,6,0,511,32%,68%
202223,AcademicYear,Multi-academy trust,MERIDIAN TRUST,2526,TR00375,7552498,10053421,East of England,140855;143575;144947;145801;145804,5,5,3,2,0,0,5,239,7.7,SUPPMAT,SUPPMAT,25%,18%,0.2,1,-0.6,-0.5,0.3,-1.3,-0.3,0.5,-1.1,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,58%,SUPPMAT,SUPPMAT,Average,Average,Average,138993;139087;140855;143084;143561;143575;144746;144770;144947;145801;145804;146968;148371,13,7,4,2,623,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,BISHOP HOGARTH CATHOLIC EDUCATION TRUST,2548,TR00392,7808732,10055116,North East,138523;139492;139531;139533;140442;142734;142736;142739;143515;146256;146679;146709;147402,13,13,12,1,0,4,9,376,7.9,26%,74%,10%,14%,0.2,0.9,-0.4,0.3,0.9,-0.3,-0.6,0,-1.2,-0.3,1,-1.5,-0.3,0.9,-1.5,-1.1,0.1,-2.3,0.4,1.2,-0.4,0.5,1.3,-0.2,-0.4,0.3,-1.1,66%,54%,70%,Average,Average,Average,138523;139492;139531;139533;140442;142734;142736;142739;143515;146256;146679;146709;147402;148279;148280;148281;148366;148367;148380;148461;148462;148627;148628;148629;148817;148915;148916;149057;149058;149059,30,29,1,0,825,29%,71%
202223,AcademicYear,Multi-academy trust,CASTLE SCHOOL EDUCATION TRUST,2567,TR00409,8397975,10060317,South West,139935;141174;141513,3,3,0,3,0,0,3,78,7.9,10%,90%,12%,12%,-1.6,-0.2,-3,-1.5,-0.1,-2.9,-2.3,-1,-3.7,-4,0.3,-8.4,-2,2.5,-6.5,-3.6,0.5,-7.7,-1.3,0.2,-2.8,-1.4,0,-2.9,-2.2,-0.8,-3.6,51%,25%,54%,Below average,Below average,Below average,139935;141174;141513,3,0,3,0,78,10%,90%
202223,AcademicYear,Multi-academy trust,CATALYST  ACADEMIES TRUST,2575,TR00414,8407989,10060328,East of England,139104;139382;139576;144448;146818,5,5,2,3,0,0,5,268,7.7,34%,66%,28%,22%,2.2,3,1.4,4.4,5.2,3.7,3.5,4.2,2.8,2.7,4,1.3,4.2,5.5,3,3.4,4.6,2.2,2,2.9,1,4.5,5.4,3.6,3.5,4.4,2.6,83%,77%,86%,Above average,Well above average,Well above average,139104;139382;139576;144448;146818,5,2,3,0,268,34%,66%
202223,AcademicYear,Multi-academy trust,FRASSATI CATHOLIC ACADEMY TRUST,2579,TR00416,8561153,10060480,South East,139882;141818;142319;144248;144455,5,4,5,0,0,0,5,209,7.9,10%,90%,26%,15%,1.7,2.6,0.8,0.8,1.6,-0.1,2,2.9,1.2,0.1,3.2,-3,-0.4,2.4,-3.3,-1.1,1.7,-3.9,1.8,2.8,0.9,0.9,1.8,0,2.3,3.2,1.4,66%,35%,69%,Above average,Average,Above average,139882;141818;142319;144248;144455,5,5,0,0,209,10%,90%
202223,AcademicYear,Multi-academy trust,CENTRAL LEARNING PARTNERSHIP TRUST,2594,TR00427,7827368,10059395,West Midlands,139199;139223;139225;140378;145395,5,5,1,4,0,0,5,201,7.4,SUPPMAT,SUPPMAT,45%,20%,0.3,1.2,-0.6,1.1,2,0.2,-0.6,0.3,-1.4,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,58%,SUPPMAT,SUPPMAT,Average,Above average,Average,139199;139223;139225;140378;145395,5,1,4,0,201,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,ANTHEM SCHOOLS TRUST,2597,TR00429,7468210,10058447,East Midlands,137281;138063;138291;138372;138970;138992;139709;139837;139907;140833,10,10,2,5,3,0,10,404,7.4,39%,61%,29%,24%,1.6,2.2,1,1,1.6,0.4,1.6,2.2,1,0.5,1.5,-0.5,0.6,1.6,-0.4,0.5,1.5,-0.4,2.3,3.1,1.5,1.3,2.1,0.5,2.2,3,1.5,62%,54%,67%,Above average,Above average,Above average,137281;138063;138291;138372;138970;138992;139709;139837;139907;140833,10,2,5,3,404,39%,61%
202223,AcademicYear,Multi-academy trust,RIVER LEARNING TRUST,2644,TR00467,7966500,10059630,South East,138005;139064;142384;142449;143951;144185;144432;144433;145648;145651;146236;146270;146278;146815;146939;147640,16,16,10,6,0,2,14,573,7.8,23%,77%,16%,27%,-1.3,-0.8,-1.9,-0.5,0,-1,-1.5,-1,-2.1,-2.6,-1.5,-3.7,-1.8,-0.8,-2.9,-2.8,-1.8,-3.9,-1,-0.4,-1.6,-0.1,0.5,-0.7,-1.2,-0.6,-1.7,53%,34%,58%,Below average,Average,Below average,138005;139064;141231;142384;142449;143951;144185;144432;144433;145648;145651;146236;146270;146278;146815;146939;147640,17,10,7,0,629,26%,74%
202223,AcademicYear,Multi-academy trust,CHESTER DIOCESAN ACADEMIES TRUST,2647,TR00470,8451787,10060388,North West,140417;143551;144381;144832;145720;146530;147723;147810,8,8,4,4,0,2,6,228,7.6,32%,68%,4%,23%,-0.4,0.4,-1.2,-0.3,0.5,-1.1,-0.9,-0.1,-1.6,-1.9,-0.4,-3.3,-1,0.4,-2.4,-2.7,-1.4,-4.1,0.3,1.3,-0.7,0,1,-0.9,0,0.9,-0.9,59%,41%,67%,Average,Average,Below average,140417;143551;144381;144832;145720;146530;147723;147810;148098;148203;148660,11,7,4,0,267,36%,64%
202223,AcademicYear,Multi-academy trust,COLLECTIVE VISION TRUST,2650,TR00472,8786812,10060677,West Midlands,140195;143345;143349,3,3,2,1,0,0,3,109,7.1,50%,50%,4%,23%,-0.3,0.9,-1.5,-0.7,0.4,-1.9,0.3,1.4,-0.8,-0.8,0.9,-2.5,-0.3,1.3,-1.9,-1,0.5,-2.6,0.2,1.9,-1.5,-1.2,0.4,-2.8,1.6,3.2,0,43%,35%,51%,Average,Average,Average,138043;140195;143345;143349,4,3,1,0,154,42%,58%
202223,AcademicYear,Multi-academy trust,CREATIVE CHILDREN'S ACADEMY TRUST,2658,TR03029,9061804,10060811,Yorkshire and the Humber,141537;147738;147739,3,3,3,0,0,2,1,159,7.9,SUPPMAT,SUPPMAT,4%,23%,0.1,1,-0.9,0.6,1.6,-0.3,-0.2,0.7,-1.1,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,67%,SUPPMAT,SUPPMAT,Average,Average,Average,141537;147738;147739,3,3,0,0,159,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,CHILTERN LEARNING TRUST,2661,TR00480,7559901,10055370,East of England,136345;136766;138209;139705;145861,5,5,4,1,0,1,4,455,7.8,22%,78%,22%,12%,-0.4,0.2,-1,-0.6,-0.1,-1.2,-0.2,0.4,-0.8,-2.1,-0.8,-3.3,-2.7,-1.5,-3.9,-2,-0.9,-3.2,0.1,0.8,-0.6,0,0.6,-0.7,0.3,1,-0.3,59%,32%,67%,Average,Below average,Average,136345;136766;138209;139705;142036;145219;145861,7,5,2,0,576,23%,77%
202223,AcademicYear,Multi-academy trust,PACE ACADEMY TRUST,2666,TR02600,8891864,10060730,London,140704;141118;143133;146390;146401,5,5,2,3,0,0,5,219,7.9,29%,71%,22%,16%,0.5,1.3,-0.4,-1.9,-1,-2.7,1,1.8,0.2,-1.6,0,-3.2,-3.9,-2.3,-5.4,-1.1,0.4,-2.6,1.3,2.3,0.3,-1.1,-0.1,-2,1.9,2.8,0.9,64%,41%,74%,Average,Below average,Above average,140704;141118;143133;146390;146401,5,2,3,0,219,29%,71%
202223,AcademicYear,Multi-academy trust,CHRIST THE KING CATHOLIC COLLEGIATE,2681,TR02599,8933913,10060762,West Midlands,140803;140804;140805;143352;145687,5,4,5,0,0,0,5,219,7.9,17%,83%,31%,13%,2.4,3.3,1.6,1.1,1.9,0.3,2.5,3.3,1.7,0.7,2.8,-1.4,0.8,2.8,-1.3,-0.3,1.7,-2.2,2.8,3.7,1.8,1.2,2.1,0.3,3.1,4,2.2,71%,50%,75%,Above average,Above average,Above average,140803;140804;140805;143352;145687,5,5,0,0,219,17%,83%
202223,AcademicYear,Multi-academy trust,CHULMLEIGH ACADEMY TRUST,2685,TR00498,7697698,10059080,South West,137023;137025;137780,3,2,3,0,0,0,3,50,7.5,NELIG,80%,0%,14%,1.8,3.6,0,-4.9,-3.2,-6.6,-1,0.7,-2.7,NELIG,NELIG,NELIG,NELIG,NELIG,NELIG,NELIG,NELIG,NELIG,2.9,4.9,0.9,-4,-2.1,-6,-0.7,1.2,-2.6,50%,30%,55%,Average,Well below average,Average,137023;137025;137780,3,3,0,0,50,20%,80%
