"CHAINID","UID","GROUP-TYPE","CHAINNAME","LEADRSC","SCHOOLS","SCHOOLSDIS","TELIG","KS1APS","PFSM6CLA1A","PNOTFSM6CLA1A","PEALGRP2","SCHOOLS_CONVERTERS","SCHOOLS_SPONSORLED","SCHOOLS_FREE","SCHOOLS3","SCHOOLS4P","READPROG_DESCR","READPROGSCORE_P_ADJUSTED_WGTAVG","READPROG_LOWER_ADJ","READPROG_UPPER_ADJ","READPROGSCORE_P_ADJUSTED_DIS_WGTAVG","READPROG_FSM6CLA1A_LOWER_ADJ","READPROG_FSM6CLA1A_UPPER_ADJ","READPROGSCORE_P_ADJUSTED_NONDIS_WGTAVG","READPROG_NOTFSM6CLA1A_LOWER_ADJ","READPROG_NOTFSM6CLA1A_UPPER_ADJ","WRITPROG_DESCR","WRITPROGSCORE_P_ADJUSTED_WGTAVG","WRITPROG_LOWER_ADJ","WRITPROG_UPPER_ADJ","WRITPROGSCORE_P_ADJUSTED_DIS_WGTAVG","WRITPROG_FSM6CLA1A_LOWER_ADJ","WRITPROG_FSM6CLA1A_UPPER_ADJ","WRITPROGSCORE_P_ADJUSTED_NONDIS_WGTAVG","WRITPROG_NOTFSM6CLA1A_LOWER_ADJ","WRITPROG_NOTFSM6CLA1A_UPPER_ADJ","MATPROG_DESCR","MATPROGSCORE_P_ADJUSTED_WGTAVG","MATPROG_LOWER_ADJ","MATPROG_UPPER_ADJ","MATPROGSCORE_P_ADJUSTED_DIS_WGTAVG","MATPROG_FSM6CLA1A_LOWER_ADJ","MATPROG_FSM6CLA1A_UPPER_ADJ","MATPROGSCORE_P_ADJUSTED_NONDIS_WGTAVG","MATPROG_NOTFSM6CLA1A_LOWER_ADJ","MATPROG_NOTFSM6CLA1A_UPPER_ADJ","READPROGSCORE_P_WGTAVG","READPROG_LOWER","READPROG_UPPER","READPROGSCORE_P_DIS_WGTAVG","READPROG_FSM6CLA1A_LOWER","READPROG_FSM6CLA1A_UPPER","READPROGSCORE_P_NONDIS_WGTAVG","READPROG_NOTFSM6CLA1A_LOWER","READPROG_NOTFSM6CLA1A_UPPER","WRITPROGSCORE_P_WGTAVG","WRITPROG_LOWER","WRITPROG_UPPER","WRITPROGSCORE_P_DIS_WGTAVG","WRITPROG_FSM6CLA1A_LOWER","WRITPROG_FSM6CLA1A_UPPER","WRITPROGSCORE_P_NONDIS_WGTAVG","WRITPROG_NOTFSM6CLA1A_LOWER","WRITPROG_NOTFSM6CLA1A_UPPER","MATPROGSCORE_P_WGTAVG","MATPROG_LOWER","MATPROG_UPPER","MATPROGSCORE_P_DIS_WGTAVG","MATPROG_FSM6CLA1A_LOWER","MATPROG_FSM6CLA1A_UPPER","MATPROGSCORE_P_NONDIS_WGTAVG","MATPROG_NOTFSM6CLA1A_LOWER","MATPROG_NOTFSM6CLA1A_UPPER","RWMEXP_WGTAVG","RWMEXP_DIS_WGTAVG","RWMEXP_NONDIS_WGTAVG","PSEN","SCHOOL-URNS"
"TR00367",2516,"Multi-academy trust","CABOT LEARNING FEDERATION","South West",4,4,234,16,43.6,56.4,31.6,2,2,0,0,4,4,-1.6,-2.5,-0.8,"-2.8","-4","-1.5",-0.8,-1.9,0.3,3,0.3,-0.5,1,"-1.2","-2.3","0",1.4,0.4,2.4,4,-2.3,-3,-1.6,"-3.6","-4.7","-2.5",-1.4,-2.3,-0.4,-1.7,-2.5,-0.9,"-2.9","-4.2","-1.7",-0.8,-1.9,0.3,0.2,-0.6,0.9,"-1.3","-2.5","-0.2",1.3,0.3,2.4,-2.4,-3.2,-1.7,"-3.8","-4.9","-2.7",-1.4,-2.4,-0.4,"58%","41%","70%",23.1,"138655, 138658, 138789, 138791"
"TR00269",5483,"Multi-academy trust","CAMPFIRE EDUCATION TRUST","North West London and South Central",3,3,137,17.8,13.1,86.9,9.5,1,2,0,0,3,4,-1.5,-2.5,-0.4,"-1.1","-4","1.7",-1.6,-2.7,-0.4,4,-1.1,-2.1,-0.1,"-0.2","-2.8","2.5",-1.3,-2.4,-0.2,4,-1.8,-2.7,-0.8,"-3.1","-5.6","-0.6",-1.6,-2.6,-0.5,-1.6,-2.7,-0.5,"-1.1","-4","1.8",-1.7,-2.9,-0.5,-1.1,-2.1,-0.1,"-0.2","-2.8","2.5",-1.3,-2.4,-0.2,-1.9,-2.8,-0.9,"-3.1","-5.6","-0.5",-1.7,-2.7,-0.7,"70%","44%","74%",14.6,"137939, 140207, 140368"
"TR00392",2548,"Multi-academy trust","CARMEL EDUCATION TRUST","North",4,4,133,16.5,39.8,60.2,11.3,4,0,0,0,4,3,0.5,-0.5,1.6,"-1.3","-3","0.4",1.7,0.3,3,3,0.5,-0.4,1.5,"-0.7","-2.2","0.9",1.3,0.1,2.6,3,0.7,-0.2,1.7,"-0.7","-2.2","0.8",1.7,0.5,2.8,0.5,-0.6,1.6,"-1.3","-3","0.5",1.7,0.3,3.1,0.5,-0.5,1.5,"-0.7","-2.3","0.9",1.3,0,2.6,0.7,-0.2,1.7,"-0.7","-2.2","0.8",1.7,0.5,2.9,"75%","68%","80%",6.8,"139492, 139531, 139533, 140442"
"TR00414",2575,"Multi-academy trust","CATALYST  ACADEMIES TRUST","East of England and North East London",3,3,174,16.1,28.2,71.8,25.9,1,2,0,0,3,1,3.5,2.6,4.5,"3.1","1.3","4.9",3.7,2.5,4.8,1,4.9,4.1,5.8,"4","2.4","5.7",5.3,4.3,6.4,1,3.5,2.7,4.3,"2.2","0.7","3.8",4,3,5,3.5,2.5,4.5,"3.1","1.3","5",3.7,2.5,4.8,4.9,4,5.8,"4","2.3","5.7",5.3,4.3,6.4,3.5,2.7,4.4,"2.2","0.6","3.9",4,3,5,"89%","86%","90%",12.6,"139104, 139382, 139576"
"TR01483",16139,"Multi-academy trust","CAVENDISH LEARNING TRUST","East Midlands and Humber",3,3,52,15,51.9,48.1,5.8,2,1,0,3,0,4,-1.8,-3.5,-0.1,"-3.9","-6.3","-1.6",0.4,-2,2.9,3,-0.4,-1.9,1.2,"-2.5","-4.7","-0.3",1.9,-0.4,4.2,4,-2.8,-4.3,-1.3,"-3.3","-5.4","-1.2",-2.2,-4.3,0,-2,-3.7,-0.3,"-4.2","-6.6","-1.8",0.3,-2.2,2.8,-0.9,-2.5,0.7,"-3.4","-5.7","-1.2",1.9,-0.4,4.2,-2.8,-4.4,-1.3,"-3.4","-5.5","-1.3",-2.3,-4.5,-0.1,"52%","41%","64%",7.7,"143117, 143179, 143181"
"TR00427",2594,"Multi-academy trust","CENTRAL LEARNING PARTNERSHIP TRUST","West Midlands",4,4,139,14,56.8,43.2,58.3,0,4,0,0,4,3,1,-0.1,2.1,"1.8","0.3","3.2",-0.3,-2,1.4,2,1.7,0.7,2.7,"1.9","0.6","3.2",1.1,-0.5,2.7,2,1.5,0.5,2.4,"1.5","0.3","2.8",1.3,-0.2,2.7,1,-0.1,2.1,"1.8","0.3","3.2",-0.3,-2,1.4,1.7,0.7,2.7,"1.9","0.6","3.2",1.1,-0.5,2.7,1.5,0.5,2.4,"1.5","0.2","2.8",1.3,-0.2,2.8,"57%","47%","70%",20.1,"139199, 139223, 139225, 140378"
"TR01190",5455,"Multi-academy trust","CHESHIRE ACADEMIES TRUST","West Midlands",3,3,98,18.1,8.2,91.8,3.1,3,0,0,0,3,4,-1.5,-2.8,-0.3,"-3.2","-7.5","1",-1.4,-2.6,-0.1,3,0.5,-0.6,1.7,"-1","-4.9","2.9",0.7,-0.5,1.9,3,0.5,-0.5,1.6,"0","-3.7","3.7",0.6,-0.5,1.7,-1.6,-2.8,-0.3,"-3.2","-7.6","1.1",-1.4,-2.7,-0.1,0.5,-0.6,1.7,"-1","-5","3",0.7,-0.5,1.9,0.5,-0.6,1.7,"0","-3.8","3.8",0.6,-0.6,1.8,"76%","25%","80%",9.2,"138742, 141614, 141621"
"TR02599",2681,"Multi-academy trust","CHRIST THE KING CATHOLIC COLLEGIATE","West Midlands",3,3,138,16.4,13,87,31.9,3,0,0,0,3,3,0.8,-0.2,1.9,"-2.2","-5.2","0.7",1.3,0.1,2.4,2,1.3,0.3,2.2,"-2.8","-5.5","-0.2",1.9,0.9,2.9,2,2.1,1.2,3,"1","-1.5","3.6",2.2,1.2,3.2,0.8,-0.2,1.9,"-2.2","-5.2","0.7",1.3,0.1,2.4,1.3,0.3,2.2,"-2.8","-5.5","-0.2",1.9,0.8,2.9,2.1,1.1,3,"1","-1.6","3.7",2.2,1.2,3.2,"72%","44%","77%",6.5,"140803, 140804, 140805"
"TR00498",2685,"Multi-academy trust","CHULMLEIGH ACADEMY TRUST","South West",3,2,60,16.9,8.3,91.7,0,3,0,0,0,3,4,-2.2,-3.8,-0.6,"SUPPM","SUPPM","SUPPM",-1.8,-3.5,-0.1,5,-3.9,-5.4,-2.5,"SUPPM","SUPPM","SUPPM",-3.2,-4.7,-1.7,5,-3.6,-5,-2.2,"SUPPM","SUPPM","SUPPM",-3.4,-4.8,-1.9,-2.2,-3.8,-0.6,"SUPPM","SUPPM","SUPPM",-1.8,-3.5,-0.1,-4.1,-5.6,-2.6,"SUPPM","SUPPM","SUPPM",-3.3,-4.9,-1.7,-3.7,-5.1,-2.2,"SUPPM","SUPPM","SUPPM",-3.4,-4.9,-2,"52%","SUPPM","56%",16.7,"137023, 137025, 137780"
"TR02607",2695,"Multi-academy trust","CIDARI EDUCATION LIMITED","Lancashire and West Yorkshire",6,6,195,15.4,42.1,57.9,14.4,3,3,0,0,6,3,-0.4,-1.3,0.5,"-1.3","-2.7","0",0.3,-0.9,1.5,3,-0.5,-1.3,0.4,"-2.1","-3.3","-0.9",0.8,-0.3,1.9,3,0.1,-0.6,0.9,"-1.3","-2.5","-0.1",1.4,0.4,2.4,-0.4,-1.3,0.5,"-1.3","-2.7","0.1",0.3,-0.9,1.5,-0.5,-1.3,0.4,"-2.1","-3.4","-0.8",0.8,-0.3,1.9,0.1,-0.7,0.9,"-1.3","-2.5","-0.1",1.4,0.3,2.5,"55%","43%","65%",18.5,"140559, 140891, 141350, 141483, 141611, 141981"
"TR00723",2729,"Multi-academy trust","COAST ACADEMIES","South West",3,3,183,16.2,36.6,63.4,10.9,2,1,0,1,2,3,-0.8,-1.7,0.1,"-1.4","-2.9","0.1",-0.4,-1.6,0.7,4,-1.7,-2.6,-0.9,"-2.6","-4","-1.3",-1.2,-2.2,-0.1,4,-1.3,-2.1,-0.5,"-1.6","-2.9","-0.3",-1.1,-2.2,-0.1,-0.8,-1.7,0.2,"-1.4","-2.9","0.1",-0.4,-1.6,0.7,-1.8,-2.6,-0.9,"-2.6","-4","-1.2",-1.3,-2.4,-0.2,-1.3,-2.1,-0.5,"-1.6","-2.9","-0.3",-1.2,-2.2,-0.1,"56%","41%","65%",16.4,"136892, 140063, 141237"
"TR00552",2755,"Multi-academy trust","COMMUNITY ACADEMIES TRUST","West Midlands",8,7,340,16.7,26.2,73.8,7.4,3,5,0,3,5,4,-1,-1.7,-0.4,"-1.1","-2.4","0.3",-1,-1.8,-0.2,3,0.2,-0.4,0.8,"-0.2","-1.5","1",0.4,-0.3,1.1,3,-0.2,-0.8,0.4,"-0.5","-1.6","0.7",-0.1,-0.8,0.6,-1,-1.7,-0.4,"-1.1","-2.4","0.3",-1,-1.8,-0.2,0.2,-0.4,0.8,"-0.2","-1.5","1",0.4,-0.4,1.1,-0.2,-0.8,0.4,"-0.5","-1.7","0.7",-0.1,-0.8,0.6,"68%","52%","73%",17.6,"138912, 138934, 140418, 141244, 141855, 142581, 142705, 144498"
"TR02861",15773,"Multi-academy trust","COMPASS ACADEMY TRUST","South East and South London",4,4,300,17,15.3,84.7,7.3,4,0,0,0,4,2,0.9,0.2,1.6,"-0.9","-2.7","0.8",1.2,0.4,2,2,1.1,0.5,1.8,"0.6","-1","2.2",1.2,0.5,2,2,2,1.4,2.6,"0.8","-0.8","2.3",2.3,1.6,2.9,0.9,0.1,1.6,"-0.9","-2.7","0.9",1.2,0.4,2,1.1,0.5,1.8,"0.6","-1.1","2.2",1.2,0.5,2,2,1.4,2.7,"0.8","-0.8","2.4",2.3,1.6,2.9,"81%","59%","85%",10,"142298, 142299, 142300, 142301"
"TR03473",16300,"Multi-academy trust","CONNECT ACADEMY TRUST","South West",5,5,288,16,22.9,77.1,3.5,5,0,0,5,0,3,-0.5,-1.2,0.2,"-1","-2.6","0.5",-0.4,-1.2,0.5,3,-0.1,-0.8,0.6,"0.3","-1.1","1.7",-0.2,-1,0.5,3,0.3,-0.4,0.9,"0.4","-1","1.7",0.2,-0.5,0.9,-0.5,-1.3,0.2,"-1","-2.6","0.5",-0.4,-1.2,0.4,-0.1,-0.8,0.6,"0.3","-1.1","1.7",-0.2,-1,0.5,0.2,-0.4,0.9,"0.3","-1.1","1.6",0.2,-0.5,0.9,"64%","61%","65%",18.4,"143306, 143307, 143308, 143309, 143312"
"TR00562",2771,"Multi-academy trust","CONNECTED LEARNING","East of England and North East London",4,4,207,15.6,39.6,60.4,10.1,1,3,0,1,3,2,1.2,0.3,2,"0.7","-0.7","2",1.6,0.4,2.7,1,3,2.2,3.8,"2","0.8","3.3",3.6,2.6,4.7,2,1.1,0.4,1.9,"0.2","-1","1.4",1.8,0.8,2.7,1.2,0.3,2.1,"0.7","-0.7","2",1.6,0.4,2.7,3,2.2,3.8,"2","0.8","3.3",3.6,2.6,4.7,1.1,0.4,1.9,"0.2","-1","1.4",1.8,0.8,2.8,"75%","63%","82%",16.4,"139871, 142001, 142002, 142813"
"TR01632",5479,"Multi-academy trust","CORNWALL EDUCATION LEARNING TRUST","South West",7,7,263,16.3,22.1,77.9,1.1,7,0,0,2,5,3,-0.6,-1.4,0.1,"-1.9","-3.5","-0.3",-0.3,-1.1,0.6,3,-0.2,-0.9,0.5,"-0.6","-2.1","0.8",-0.1,-0.9,0.7,3,-0.3,-1,0.3,"-1.1","-2.5","0.3",-0.1,-0.9,0.6,-0.7,-1.4,0.1,"-2","-3.6","-0.4",-0.3,-1.2,0.6,-0.2,-0.9,0.5,"-0.6","-2.1","0.9",-0.1,-0.9,0.7,-0.3,-1,0.3,"-1.1","-2.5","0.3",-0.1,-0.9,0.6,"63%","43%","68%",11.8,"137402, 141709, 141710, 142239, 142241, 142712, 142850"
"TR00604",2816,"Multi-academy trust","CREATIVE EDUCATION TRUST","East of England and North East London",4,4,203,16.1,30.5,69.5,21.2,0,4,0,0,4,4,-1.3,-2.2,-0.4,"-2.3","-3.9","-0.7",-0.7,-1.8,0.3,4,-1.3,-2.1,-0.5,"-2.4","-3.8","-1",-0.7,-1.7,0.3,3,0.1,-0.7,0.8,"-1.3","-2.6","0.1",0.8,-0.2,1.7,-1.3,-2.2,-0.4,"-2.3","-3.9","-0.7",-0.8,-1.9,0.3,-1.3,-2.1,-0.5,"-2.4","-3.8","-0.9",-0.7,-1.7,0.3,0,-0.7,0.8,"-1.3","-2.7","0.1",0.7,-0.2,1.7,"61%","47%","67%",13.3,"138497, 139580, 139650, 141344"
"TR00619",2837,"Multi-academy trust","CUCKOO HALL ACADEMIES TRUST","North West London and South Central",4,4,247,16.7,52.2,47.8,46.2,1,0,3,0,4,5,-3.2,-4,-2.4,"-3.6","-4.6","-2.5",-2.8,-4,-1.7,5,-3,-3.7,-2.2,"-3.4","-4.4","-2.4",-2.5,-3.5,-1.4,4,-1.5,-2.2,-0.9,"-2.7","-3.6","-1.8",-0.3,-1.3,0.7,-3.3,-4.1,-2.5,"-3.7","-4.8","-2.6",-2.9,-4,-1.8,-3.3,-4,-2.5,"-3.8","-4.9","-2.8",-2.6,-3.7,-1.6,-1.7,-2.3,-1,"-2.9","-3.9","-1.9",-0.3,-1.3,0.7,"56%","52%","60%",10.9,"136284, 136952, 138203, 138381"
"TR01879",4474,"Multi-academy trust","DELTA ACADEMIES TRUST","National Sponsor Unit",25,25,1018,15.6,44.4,55.6,17,10,15,0,0,25,2,0.5,0.1,0.9,"0","-0.6","0.6",0.9,0.4,1.5,2,1.7,1.3,2,"1.2","0.7","1.8",2,1.5,2.5,2,1.9,1.5,2.2,"1.4","0.9","1.9",2.2,1.8,2.7,0.5,0.1,0.9,"0","-0.6","0.6",0.9,0.4,1.5,1.7,1.3,2,"1.2","0.7","1.8",2,1.5,2.5,1.9,1.5,2.2,"1.4","0.9","1.9",2.2,1.8,2.7,"65%","56%","72%",16.5,"136326, 137141, 137455, 138007, 138008, 138083, 138279, 138332, 138401, 138520, 138535, 138673, 138866, 138890, 138975, 138997, 139046, 139420, 139921, 139922, 140068, 140169, 140333, 140625, 140716"
"SP00802",2902,"School sponsor","Derby Diocesan Academy Trust","East Midlands and Humber",8,8,219,16.3,23.3,76.7,5.9,5,3,0,2,6,3,0.7,-0.1,1.6,"-0.7","-2.4","1",1.2,0.3,2.2,2,1.3,0.5,2,"0.7","-0.8","2.3",1.5,0.6,2.3,3,0.6,-0.1,1.3,"-0.3","-1.8","1.2",0.9,0,1.7,0.7,-0.1,1.6,"-0.7","-2.4","1",1.2,0.3,2.2,1.3,0.5,2.1,"0.7","-0.8","2.3",1.5,0.6,2.3,0.6,-0.1,1.3,"-0.3","-1.8","1.2",0.9,0,1.7,"73%","43%","83%",20.1,"140842, 140843, 141674, 141824, 141846, 141850, 142752, 143180"
"SP00049",2891,"School sponsor","Diocese of Birmingham Education Trust","West Midlands",10,10,326,15.7,62.3,37.7,31,3,7,0,2,8,4,-2,-2.7,-1.3,"-2.5","-3.3","-1.6",-0.9,-2.1,0.2,4,-1.6,-2.2,-0.9,"-1.8","-2.6","-1",-1.2,-2.2,-0.1,4,-2.1,-2.7,-1.5,"-2.4","-3.2","-1.7",-1.3,-2.4,-0.3,-2.1,-2.8,-1.4,"-2.6","-3.4","-1.7",-0.9,-2.1,0.2,-1.7,-2.4,-1,"-2","-2.8","-1.1",-1.2,-2.3,-0.1,-2.1,-2.8,-1.5,"-2.5","-3.3","-1.7",-1.4,-2.4,-0.3,"53%","49%","60%",20.9,"138432, 138433, 138883, 139126, 139127, 139174, 139267, 139269, 142358, 142375"
"TR00659",2894,"Multi-academy trust","DIOCESE OF BRISTOL ACADEMIES TRUST","South West",9,9,242,15.7,32.2,67.8,30.2,5,4,0,2,7,3,-0.2,-1,0.7,"-0.3","-1.7","1.1",0,-1,1,3,-0.3,-1,0.5,"-0.2","-1.5","1.1",-0.2,-1.1,0.7,4,-1,-1.7,-0.3,"-1","-2.2","0.2",-0.9,-1.8,0,-0.2,-1,0.7,"-0.3","-1.8","1.1",0,-1.1,1,-0.4,-1.1,0.4,"-0.5","-1.8","0.8",-0.2,-1.2,0.7,-1,-1.8,-0.3,"-1.2","-2.4","0.1",-0.9,-1.8,0,"58%","52%","61%",19.4,"138794, 140420, 140454, 141110, 141274, 142292, 142293, 142318, 142321"
"TR03018",5488,"Multi-academy trust","DIOCESE OF CHICHESTER ACADEMY TRUST","South East and South London",3,3,209,16,42.6,57.4,9.1,1,2,0,1,2,2,1.1,0.2,1.9,"1.1","-0.2","2.5",1,-0.2,2.1,2,1.2,0.4,2,"1.3","0.1","2.6",1,0,2.1,2,1.7,0.9,2.4,"1.6","0.5","2.8",1.7,0.7,2.7,1.1,0.2,1.9,"1.1","-0.2","2.5",1,-0.2,2.1,1.2,0.4,2,"1.3","0.1","2.6",1,0,2.1,1.7,0.9,2.4,"1.6","0.4","2.8",1.7,0.7,2.8,"73%","68%","76%",19.1,"141655, 141868, 143034"
"SP00158",2900,"School sponsor","Diocese of Coventry","West Midlands",10,10,486,16.3,32.7,67.3,20.2,2,8,0,0,10,4,-0.9,-1.4,-0.3,"-1.9","-2.9","-0.9",-0.3,-1,0.4,3,0,-0.5,0.5,"-0.5","-1.4","0.3",0.3,-0.4,0.9,4,-1.3,-1.8,-0.8,"-2.6","-3.5","-1.7",-0.6,-1.2,0,-0.9,-1.4,-0.3,"-1.9","-2.9","-1",-0.3,-1,0.4,0,-0.6,0.5,"-0.5","-1.5","0.4",0.3,-0.4,0.9,-1.3,-1.8,-0.8,"-2.6","-3.5","-1.8",-0.6,-1.2,0,"62%","48%","69%",18.1,"139383, 139384, 139680, 140419, 140694, 140878, 141000, 141298, 142021, 142022"
"TR01301",3722,"Multi-academy trust","DIOCESE OF LEICESTER ACADEMIES TRUST","East Midlands and Humber",11,10,238,15.9,26.9,73.1,2.5,7,4,0,0,11,3,-0.3,-1.1,0.5,"-1.1","-2.6","0.5",-0.1,-1,0.9,3,0.5,-0.2,1.2,"0","-1.4","1.4",0.7,-0.1,1.6,3,0.2,-0.5,0.9,"-0.8","-2.1","0.5",0.6,-0.2,1.4,-0.4,-1.2,0.4,"-1.1","-2.6","0.5",-0.1,-1.1,0.8,0.5,-0.3,1.2,"0","-1.4","1.4",0.7,-0.2,1.5,0.2,-0.6,0.9,"-0.8","-2.2","0.5",0.5,-0.4,1.3,"61%","42%","68%",28.6,"139194, 139200, 139349, 140317, 140850, 140909, 140910, 140912, 140913, 141222, 141468"
"SP00170",3745,"School sponsor","Diocese of Lincoln","East Midlands and Humber",7,7,152,15.6,45.4,54.6,4.6,3,4,0,3,4,4,-1.4,-2.4,-0.4,"-1.7","-3.2","-0.3",-1.1,-2.4,0.3,3,0.2,-0.7,1.1,"-0.3","-1.7","1",0.7,-0.5,2,3,-0.4,-1.3,0.5,"-0.2","-1.5","1.1",-0.6,-1.7,0.6,-1.4,-2.4,-0.4,"-1.7","-3.2","-0.2",-1.1,-2.4,0.3,0.2,-0.7,1.1,"-0.3","-1.7","1",0.7,-0.5,2,-0.4,-1.3,0.5,"-0.2","-1.6","1.1",-0.6,-1.8,0.6,"56%","35%","74%",25.7,"138324, 140185, 140343, 140988, 140991, 143256, 143281"
"SP00172",2914,"School sponsor","Diocese of London","North West London and South Central",10,10,415,16.2,45.1,54.9,48.2,5,4,1,0,10,3,-0.6,-1.3,0,"-1.5","-2.4","-0.6",0.2,-0.7,1,2,1.7,1.1,2.3,"0.8","0","1.6",2.5,1.7,3.3,2,0.6,0.1,1.2,"-0.8","-1.6","0",2,1.2,2.7,-0.7,-1.3,0,"-1.5","-2.4","-0.6",0.2,-0.7,1,1.7,1.1,2.3,"0.8","0","1.6",2.5,1.7,3.3,0.6,0.1,1.2,"-0.8","-1.6","0",2,1.2,2.7,"63%","56%","68%",20.5,"134314, 136807, 139169, 139175, 139177, 139240, 139275, 139302, 139306, 141672"
"SP00179",2919,"School sponsor","Diocese of Oxford","North West London and South Central",16,16,590,16.4,22.2,77.8,18.3,11,5,0,4,12,4,-1.1,-1.6,-0.6,"-2.7","-3.8","-1.6",-0.6,-1.2,0,3,-0.4,-0.8,0.1,"-1","-2","0",-0.2,-0.7,0.4,4,-1.2,-1.6,-0.7,"-2.6","-3.6","-1.7",-0.7,-1.2,-0.2,-1.1,-1.6,-0.6,"-2.7","-3.8","-1.6",-0.6,-1.2,0,-0.4,-0.9,0.1,"-1.1","-2.1","-0.1",-0.2,-0.7,0.4,-1.2,-1.6,-0.7,"-2.7","-3.6","-1.7",-0.7,-1.2,-0.2,"59%","36%","65%",19.3,"135879, 138774, 140344, 140473, 140474, 140556, 141349, 141601, 141816, 141840, 142140, 142152, 142341, 142377, 142645, 142846"
"SP00183",2921,"School sponsor","Diocese of Salisbury","South West",7,6,194,15.3,36.1,63.9,5.7,1,6,0,0,7,3,-0.1,-1,0.7,"-0.2","-1.6","1.3",-0.1,-1.2,1,3,0.4,-0.4,1.2,"0","-1.4","1.3",0.7,-0.3,1.7,4,-1.6,-2.3,-0.8,"-2","-3.3","-0.8",-1.3,-2.2,-0.3,-0.2,-1.1,0.7,"-0.2","-1.7","1.3",-0.2,-1.3,1,0.4,-0.4,1.3,"0","-1.4","1.4",0.7,-0.3,1.7,-1.6,-2.4,-0.8,"-2","-3.3","-0.7",-1.3,-2.3,-0.3,"54%","44%","59%",25.3,"140351, 140352, 140560, 140561, 141142, 141987, 141988"
"TR01983",2925,"Multi-academy trust","DIOCESE OF SOUTHWELL AND NOTTINGHAM MULTI-ACADEMY TRUST","East Midlands and Humber",6,6,180,16.7,24.4,75.6,7.2,6,0,0,4,2,3,0.6,-0.3,1.5,"1.5","-0.3","3.4",0.2,-0.8,1.3,3,0.5,-0.3,1.4,"-0.2","-1.9","1.5",0.8,-0.2,1.7,3,0.1,-0.7,0.9,"0.3","-1.3","1.9",0,-0.9,0.9,0.6,-0.4,1.5,"1.5","-0.3","3.4",0.2,-0.8,1.3,0.5,-0.3,1.4,"-0.2","-1.9","1.6",0.7,-0.2,1.7,0.1,-0.7,0.9,"0.3","-1.4","1.9",0,-0.9,0.9,"74%","61%","78%",13.3,"141536, 141545, 142507, 142757, 143294, 143297"
"SP00196",2929,"School sponsor","Diocese of York Educational Trust","East Midlands and Humber",3,3,101,15.8,55.4,44.6,11.9,2,1,0,0,3,4,-1.3,-2.5,-0.1,"-1.3","-3","0.3",-1.2,-3,0.6,3,-0.8,-1.9,0.3,"-1.4","-2.9","0.1",0,-1.6,1.7,4,-1.4,-2.4,-0.3,"-2","-3.4","-0.6",-0.7,-2.2,0.9,-1.3,-2.6,-0.1,"-1.4","-3","0.3",-1.3,-3.1,0.6,-0.8,-1.9,0.4,"-1.4","-3","0.1",0,-1.7,1.7,-1.4,-2.5,-0.3,"-2","-3.5","-0.6",-0.7,-2.3,0.9,"55%","46%","67%",20.8,"141387, 141719, 141720"
"TR00667",2932,"Multi-academy trust","DISCOVERY SCHOOLS ACADEMIES TRUST LTD","East Midlands and Humber",9,9,428,16.5,29.9,70.1,6.1,7,2,0,0,9,3,-0.1,-0.7,0.5,"-0.9","-1.9","0.2",0.3,-0.4,1,3,0.1,-0.4,0.7,"-0.5","-1.5","0.5",0.4,-0.2,1.1,2,1,0.5,1.5,"0.1","-0.8","1.1",1.4,0.8,2,-0.1,-0.7,0.5,"-0.9","-2","0.2",0.3,-0.5,1,0.1,-0.4,0.7,"-0.5","-1.6","0.5",0.4,-0.2,1.1,1,0.5,1.5,"0.1","-0.9","1.1",1.4,0.8,2,"70%","50%","79%",14,"138345, 138348, 138358, 139845, 140101, 140316, 140851, 141137, 141903"
"TR00671",2939,"Multi-academy trust","DIXONS ACADEMIES CHARITABLE TRUST LTD","Lancashire and West Yorkshire",3,3,144,15.5,43.1,56.9,79.2,0,2,1,0,3,4,-1.7,-2.8,-0.7,"-1.8","-3.5","-0.2",-1.6,-3,-0.3,3,0.4,-0.6,1.3,"-0.3","-1.8","1.1",0.9,-0.3,2.2,3,0.4,-0.5,1.3,"-0.3","-1.7","1.1",1,-0.2,2.1,-1.8,-2.9,-0.7,"-1.8","-3.5","-0.2",-1.7,-3.1,-0.3,0.3,-0.6,1.3,"-0.3","-1.8","1.1",0.9,-0.4,2.1,0.4,-0.6,1.3,"-0.3","-1.7","1.1",0.9,-0.3,2.1,"56%","50%","61%",29.9,"138252, 140358, 141375"
"TR03070",15873,"Multi-academy trust","DRB IGNITE MULTI ACADEMY TRUST","West Midlands",5,5,228,15.7,66.2,33.8,29.8,3,2,0,5,0,3,0.4,-0.4,1.3,"0.4","-0.6","1.4",0.5,-0.9,2,3,0.7,-0.1,1.4,"0.3","-0.6","1.3",1.3,0,2.7,3,-0.2,-1,0.5,"-0.9","-1.8","0",1.1,-0.1,2.4,0.4,-0.4,1.3,"0.4","-0.6","1.4",0.5,-1,1.9,0.6,-0.2,1.4,"0.3","-0.7","1.2",1.3,0,2.7,-0.3,-1,0.4,"-1","-1.9","-0.1",1.1,-0.1,2.4,"60%","54%","70%",21.5,"141979, 142047, 142353, 142386, 143087"
