RECTYPE,LEA,ESTAB,URN,SCHNAME,ICLOSE,NFTYPE,TPUP,ATT8SCR,P8PUP,TP8ADJ,P8MEA,P8CILOW,P8CIUPP,P8MEA_ORIG,P8CILOW_ORIG,P8CIUPP_ORIG,PTL2BASICS_94,PTL2BASICS_95,EBACCAPS,PTEBACC_E_PTQ_EE,PTEBACC_94,PTEBACC_95,PT5EM_94,P8_BANDING
1,208,5401,100638,Bishop Thomas Grant Catholic Secondary School,0,VA,170,56,163,0,0.54,0.34,0.73,0.54,0.33,0.74,75.3%,57.6%,5.15,55.9%,42.9%,35.3%,74.7%,1
1,208,6907,137954,City Heights E-ACT Academy,0,AC,129,40.5,123,1,-0.15,-0.37,0.08,-0.15,-0.38,0.08,59.7%,37.2%,3.72,52.7%,17.8%,11.6%,48.1%,3
1,208,6004,100529,DLD College London,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,208,5402,137093,Dunraven School,0,ACC,211,51,203,1,0.09,-0.09,0.26,0.09,-0.09,0.27,74.4%,51.7%,4.54,50.2%,35.5%,23.2%,70.1%,3
2,208,7115,100659,Elm Court School,0,CYS,19,2.7,17,0,-2.22,-2.83,-1.61,-2.22,-2.84,-1.6,0.0%,0.0%,0.36,0.0%,0.0%,0.0%,0.0%,5
1,208,4731,144309,The Elmgreen School,0,ACC,171,39.3,133,2,-0.49,-0.71,-0.27,-0.5,-0.72,-0.28,46.8%,24.0%,3.34,42.1%,12.9%,6.4%,41.5%,4
1,208,5400,100637,La Retraite Roman Catholic Girls' School,0,VA,149,51,145,1,0.55,0.34,0.76,0.54,0.32,0.75,71.1%,55.0%,4.63,72.5%,39.6%,22.1%,67.1%,1
1,208,6905,134815,Lambeth Academy,0,AC,155,45.1,141,1,0.22,0.01,0.44,0.22,0.01,0.44,61.9%,45.8%,4.02,36.1%,25.8%,15.5%,56.8%,2
2,208,7001,100654,Lansdowne School,0,CYS,15,1.2,11,0,-1.61,-2.37,-0.85,-1.61,-2.38,-0.84,0.0%,0.0%,0,0.0%,0.0%,0.0%,0.0%,5
1,208,4321,100625,Lilian Baylis Technology School,0,CY,116,45.8,111,1,0.16,-0.08,0.4,0.16,-0.08,0.4,61.2%,44.8%,3.94,42.2%,26.7%,18.1%,59.5%,3
1,208,5405,100642,London Nautical School,0,FD,78,42,76,1,-0.57,-0.86,-0.28,-0.58,-0.87,-0.29,55.1%,33.3%,3.6,17.9%,6.4%,2.6%,39.7%,5
2,208,7195,133442,The Michael Tippett School,0,CYS,7,NE,NE,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NE,NE,NE,NE,NE,NE,NE
1,208,4223,100624,Norwood School,0,CY,122,48.9,110,1,0.29,0.05,0.53,0.29,0.04,0.53,52.5%,30.3%,4.1,26.2%,13.1%,8.2%,52.5%,2
1,208,4000,139659,Oasis Academy South Bank,0,F,117,52.6,114,0,0.7,0.46,0.93,0.7,0.46,0.94,76.9%,57.3%,5.26,95.7%,63.2%,43.6%,73.5%,1
2,208,6001,138803,Octavia House Schools,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,208,4322,136450,Platanos College,0,ACC,186,42.2,168,3,-0.29,-0.49,-0.1,-0.3,-0.5,-0.1,58.1%,41.9%,3.81,62.4%,29.0%,16.7%,49.5%,4
1,208,4509,100627,Saint Gabriel's College,0,VA,94,42.2,81,0,-0.26,-0.54,0.02,-0.26,-0.54,0.03,52.1%,31.9%,3.86,56.4%,25.5%,12.8%,47.9%,3
1,208,5404,137966,St Martin in the Fields High School for Girls,0,ACC,111,43.3,101,0,0.05,-0.2,0.3,0.05,-0.21,0.3,53.2%,26.1%,3.46,23.4%,16.2%,14.4%,50.5%,3
1,208,4005,142905,South Bank Engineering UTC,0,UTC,55,34.1,48,3,-1.45,-1.81,-1.08,-1.45,-1.82,-1.08,43.6%,23.6%,2.45,0.0%,0.0%,0.0%,36.4%,SUPP
1,208,6311,100648,Streatham and Clapham High School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,208,4003,140966,Trinity Academy,0,F,60,36.4,29,LOWCOV,LOWCOV,LOWCOV,LOWCOV,LOWCOV,LOWCOV,LOWCOV,43.3%,23.3%,3.6,65.0%,26.7%,11.7%,33.3%
2,208,5950,100643,Turney Primary and Secondary Special School,0,FDS,9,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,208,2657,100590,Woodmansterne School,0,CY
4,208,,,,,,2188,44,1963,19,-0.04,-0.1,0.01,-0.05,-0.1,0.01,58.3%,38.5%,3.92,47.8%,25.9%,16.3%,53.4%,3
1,209,4600,100748,Addey and Stanhope School,0,VA,99,43.8,90,0,-0.45,-0.72,-0.19,-0.45,-0.72,-0.18,62.6%,36.4%,3.76,18.2%,9.1%,5.1%,56.6%,4
1,209,4802,100752,Bonus Pastor Catholic College,0,VA,145,46.1,141,0,0,-0.22,0.21,0,-0.22,0.21,55.9%,33.1%,4.16,62.8%,23.4%,11.0%,51.0%,3
2,209,7038,100760,Brent Knoll School,0,FDS,18,1.7,15,0,-1.73,-2.37,-1.08,-1.73,-2.39,-1.06,0.0%,0.0%,0.11,0.0%,0.0%,0.0%,0.0%,5
1,209,4249,100742,Conisborough College,0,CY,166,34.8,156,4,-0.97,-1.17,-0.77,-0.98,-1.19,-0.78,41.6%,25.9%,2.94,15.1%,3.0%,1.2%,36.1%,5
1,209,4047,100740,Deptford Green School,0,CY,145,37.1,122,6,-0.58,-0.8,-0.35,-0.61,-0.84,-0.38,51.0%,27.6%,2.99,26.9%,13.1%,9.0%,42.8%,5
2,209,7183,136423,Drumbeat School and ASD Service,0,CYS,8,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,209,4289,100745,Forest Hill School,0,CY,208,42.6,194,5,-0.72,-0.9,-0.54,-0.73,-0.92,-0.55,58.2%,39.4%,3.77,29.8%,17.8%,15.9%,47.6%,5
2,209,7180,100765,Greenvale School,0,CYS,12,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,209,6905,135073,Haberdashers' Aske's Hatcham College,0,AC,200,48.5,195,0,-0.25,-0.43,-0.07,-0.25,-0.43,-0.07,64.5%,46.0%,4.22,38.5%,20.0%,14.5%,59.5%,4
1,209,6906,135070,Haberdashers' Aske's Knights Academy,0,AC,160,45.3,151,0,-0.12,-0.32,0.09,-0.12,-0.33,0.09,66.3%,36.9%,4.13,49.4%,29.4%,17.5%,60.0%,3
1,209,6409,135901,Marathon Science School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,209,4323,100747,Prendergast Ladywell School,0,FD,138,41.4,108,1,-0.1,-0.34,0.14,-0.11,-0.35,0.14,49.3%,24.6%,3.73,31.9%,18.1%,13.0%,44.9%,3
1,209,4646,100750,Prendergast School,0,VA,108,55.5,104,1,0.43,0.18,0.68,0.38,0.13,0.63,80.6%,61.1%,5.24,80.6%,56.5%,38.9%,77.8%,2
1,209,5201,135843,Prendergast Vale School,0,FD,107,42.7,98,2,-0.45,-0.7,-0.19,-0.45,-0.71,-0.19,57.9%,37.4%,4.05,75.7%,35.5%,25.2%,48.6%,4
1,209,6032,100754,St Dunstan's College,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,209,6907,135264,St Matthew Academy,0,AC,149,48.5,138,0,0.53,0.31,0.74,0.53,0.31,0.74,67.8%,48.3%,4.24,43.0%,26.8%,14.8%,63.8%,1
1,209,4267,100743,Sedgehill School,0,CY,195,40.1,178,0,-0.4,-0.59,-0.21,-0.4,-0.59,-0.21,48.2%,27.2%,3.15,9.2%,6.2%,4.6%,42.1%,4
1,209,6309,100757,Sydenham High School GDST,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,209,4204,100741,Sydenham School,0,CY,222,50.9,209,1,0.16,-0.01,0.34,0.16,-0.01,0.34,65.8%,47.3%,4.61,72.1%,38.7%,30.2%,59.9%,3
1,209,6002,143838,TLG Lewisham,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,209,4636,100749,"Trinity Church of England School, Lewisham",0,VA,108,43.6,99,0,-0.37,-0.62,-0.11,-0.37,-0.62,-0.11,60.2%,43.5%,3.89,50.0%,16.7%,8.3%,53.7%,4
4,209,,,,,,2187,43.6,2017,20,-0.26,-0.32,-0.21,-0.27,-0.33,-0.21,57.8%,37.4%,3.84,41.2%,21.5%,14.6%,51.8%,4
1,210,6312,100864,Alleyn's School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,210,4001,139718,Ark All Saints Academy,0,AC,112,43.5,102,0,0.08,-0.17,0.33,0.08,-0.17,0.33,54.5%,26.8%,3.81,33.0%,25.9%,16.1%,50.0%,3
1,210,6912,135584,Ark Globe Academy,0,AC,113,45.6,93,0,0.41,0.15,0.67,0.41,0.14,0.67,58.4%,36.3%,4.29,69.0%,44.2%,19.5%,54.0%,2
1,210,6909,135315,Ark Walworth Academy,0,AC,165,42.1,153,1,-0.17,-0.37,0.04,-0.17,-0.38,0.04,56.4%,30.9%,3.96,56.4%,31.5%,12.7%,52.1%,3
1,210,4005,145313,Bacon's College,0,AC,167,50.2,167,2,0.05,-0.14,0.25,0.05,-0.15,0.25,71.9%,48.5%,4.1,23.4%,18.0%,13.2%,67.7%,3
2,210,6391,131237,Cavendish School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,210,4003,142178,The Charter School East Dulwich,0,F
1,210,4318,136298,The Charter School North Dulwich,0,ACC,168,59.8,161,1,0.59,0.39,0.79,0.59,0.39,0.79,82.1%,67.3%,5.57,75.0%,54.8%,48.2%,79.2%,1
1,210,6905,134222,City of London Academy (Southwark),0,AC,234,44.7,229,4,-0.46,-0.62,-0.29,-0.47,-0.64,-0.31,62.0%,35.5%,3.85,79.1%,30.3%,13.2%,55.6%,4
1,210,4000,139587,Compass School Southwark,0,F,56,46.3,49,1,0.02,-0.34,0.38,0.02,-0.35,0.38,57.1%,30.4%,4.11,85.7%,25.0%,7.1%,51.8%,3
1,210,6000,100861,Dulwich College,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,210,6907,131747,Harris Academy Bermondsey,0,AC,130,53.2,118,1,0.93,0.7,1.16,0.92,0.69,1.16,62.3%,44.6%,5.15,96.2%,52.3%,37.7%,60.0%,1
1,210,6906,134225,Harris Academy Peckham,0,AC,102,40.8,79,0,0.18,-0.11,0.46,0.18,-0.11,0.46,47.1%,25.5%,3.43,23.5%,13.7%,10.8%,44.1%,3
1,210,6913,135816,Harris Boys' Academy East Dulwich,0,AC,137,52.3,127,1,0.76,0.53,0.98,0.75,0.52,0.98,66.4%,46.0%,4.25,65.7%,29.9%,17.5%,65.7%,1
1,210,6908,132711,Harris Girls' Academy East Dulwich,0,AC,134,51.7,123,1,0.65,0.42,0.87,0.64,0.41,0.88,65.7%,48.5%,4.95,88.8%,47.8%,32.1%,62.7%,1
2,210,7007,100872,Highshore School,0,CYS,15,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,210,6002,100863,James Allen's Girls' School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,210,4265,136309,Kingsdale Foundation School,0,ACC,239,54.6,231,6,-0.23,-0.4,-0.07,-0.27,-0.44,-0.1,77.8%,59.0%,5.02,77.4%,48.5%,31.8%,75.7%,4
2,210,7064,140138,Newlands Academy,0,ACCS,14,21.2,11,0,-1.71,-2.47,-0.95,-1.71,-2.48,-0.94,21.4%,7.1%,1.61,0.0%,0.0%,0.0%,7.1%,5
1,210,5404,100859,Notre Dame Roman Catholic Girls' School,0,VA,116,48.3,106,0,0.32,0.08,0.56,0.32,0.07,0.57,63.8%,37.1%,4.39,69.0%,35.3%,19.8%,61.2%,2
2,210,6007,141701,Phoenixplace,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,210,5405,138960,Sacred Heart Catholic School,0,ACC,134,55.3,129,0,0.97,0.75,1.19,0.97,0.75,1.2,79.9%,52.2%,5.11,69.4%,56.7%,38.8%,76.1%,1
1,210,5403,138961,St Michael's Catholic College,0,ACC,128,53.3,126,0,0.52,0.3,0.75,0.52,0.29,0.75,71.9%,53.1%,5.05,85.9%,56.3%,37.5%,68.8%,1
1,210,4680,100849,St Saviour's and St Olave's Church of England School,0,VA,123,55.1,118,0,0.5,0.27,0.73,0.5,0.27,0.74,73.2%,64.2%,4.7,43.9%,29.3%,23.6%,69.1%,1
1,210,5402,100857,The St Thomas the Apostle College,0,VA,113,53.3,89,1,1,0.73,1.27,0.97,0.7,1.24,74.3%,57.5%,4.78,54.0%,47.8%,36.3%,74.3%,1
2,210,7048,146190,"Spa School, Bermondsey",0,ACCS,14,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
2,210,6005,141031,Treasure House London CIC,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,210,7174,100880,Tuke School,0,CYS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,210,4002,140221,University Academy of Engineering South Bank,0,AC,99,41.2,88,1,-0.53,-0.8,-0.26,-0.55,-0.82,-0.28,57.6%,31.3%,3.69,50.5%,17.2%,9.1%,50.5%,5
4,210,,,,,,2509,49.3,2317,17,0.24,0.19,0.29,0.23,0.18,0.29,66.0%,44.9%,4.43,63.7%,37.3%,24.1%,62.5%,2
2,211,7168,100989,Beatrice Tate School,0,CYS,16,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,211,4298,133289,Bishop Challoner Boys' School,0,VA,111,44,107,0,-0.34,-0.59,-0.1,-0.34,-0.59,-0.1,63.1%,30.6%,3.53,12.6%,4.5%,1.8%,55.9%,4
1,211,4726,100978,Bishop Challoner Girls' School,0,VA,132,51.8,128,0,0.34,0.12,0.57,0.34,0.12,0.57,75.0%,54.5%,4.36,34.8%,23.5%,14.4%,72.0%,2
1,211,4024,100965,Bow School,0,CY,156,42,140,0,-0.24,-0.45,-0.03,-0.24,-0.46,-0.02,59.6%,28.8%,3.54,45.5%,9.0%,5.1%,50.6%,4
2,211,7084,100986,Bowden House School,0,CYS,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,211,4003,142879,Canary Wharf College 3,0,F
1,211,4507,100975,Central Foundation Girls' School,0,VA,236,55.9,231,0,0.76,0.59,0.92,0.76,0.59,0.93,77.5%,58.1%,4.9,47.0%,41.5%,32.6%,75.4%,1
1,211,6006,139601,The Complete Works Independent School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,211,6389,131745,Darul Hadis Latifiah,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,211,4505,100974,George Green's School,0,VC,185,47.5,168,0,0.43,0.24,0.63,0.43,0.23,0.63,67.6%,49.2%,3.86,10.3%,7.6%,6.5%,62.7%,2
2,211,7171,143630,Ian Mikardo School,0,ACCS,7,2.1,7,0,-3.53,-4.48,-2.58,-3.53,-4.5,-2.56,0.0%,0.0%,0.26,0.0%,0.0%,0.0%,0.0%,5
1,211,6387,131388,Jamiatul Ummah School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,211,4105,100966,Langdon Park Community School,0,CY,167,44.5,160,2,-0.22,-0.42,-0.02,-0.22,-0.43,-0.02,59.3%,31.7%,3.71,17.4%,11.4%,7.8%,55.1%,4
1,211,6394,134810,London East Academy,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,211,4001,141133,London Enterprise Academy,0,F,114,44.5,100,1,0,-0.25,0.25,0,-0.26,0.25,65.8%,38.6%,4.01,85.1%,26.3%,15.8%,56.1%,3
1,211,6390,132797,London Islamic School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,211,6383,100982,Madani Secondary Girls' School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,211,6391,133307,Mazahirul Uloom London School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,211,4150,100967,Morpeth School,0,CY,228,48.5,221,2,0.14,-0.03,0.31,0.14,-0.03,0.32,70.6%,46.1%,3.97,4.8%,2.6%,2.2%,64.0%,3
1,211,4284,137789,Mulberry Academy Shoreditch,0,ACC,157,46,147,3,0.06,-0.15,0.27,0.05,-0.16,0.26,62.4%,44.6%,4.27,79.6%,26.8%,17.8%,57.3%,3
1,211,4242,143629,Mulberry School for Girls,0,ACC,209,51.2,202,2,0.46,0.28,0.64,0.45,0.27,0.63,68.9%,42.1%,4.73,93.8%,44.0%,27.3%,67.0%,2
1,211,4005,144756,Mulberry UTC,0,UTC,29,37.5,26,2,-0.85,-1.34,-0.35,-1.02,-1.52,-0.52,62.1%,20.7%,3.05,3.4%,0.0%,0.0%,48.3%,SUPP
1,211,8066,130418,New City College,1,FESI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,211,4296,100972,Oaklands School,0,CY,110,54.2,106,0,0.66,0.42,0.91,0.66,0.42,0.91,73.6%,51.8%,4.48,20.9%,13.6%,10.9%,73.6%,1
2,211,7095,100987,Phoenix School,0,CYS,23,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,211,5400,100979,Raine's Foundation School,0,VA,74,39.6,73,0,-0.38,-0.68,-0.09,-0.38,-0.68,-0.08,48.6%,25.7%,3.14,8.1%,6.8%,4.1%,44.6%,4
1,211,6385,100303,River House Montessori School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,211,4277,143379,St Paul's Way Trust School,0,ACC,232,50.8,230,1,0.37,0.2,0.54,0.37,0.2,0.54,72.0%,48.7%,4.43,61.2%,31.0%,20.7%,67.2%,2
1,211,4722,100977,Sir John Cass Foundation and Redcoat Church of England Secondary School,0,VA,191,53.9,188,0,0.67,0.48,0.85,0.67,0.48,0.85,73.8%,56.0%,4.93,85.3%,45.0%,33.0%,71.2%,1
1,211,4276,144700,Stepney Green Mathematics and Computing College,0,ACC,167,52.2,163,0,0.37,0.17,0.56,0.37,0.17,0.57,79.6%,57.5%,4.66,67.1%,38.3%,24.6%,72.5%,2
1,211,4297,100973,Swanlea School,0,CY,196,54.2,179,0,0.82,0.63,1.01,0.82,0.63,1.01,78.6%,59.2%,4.64,48.5%,32.7%,21.9%,77.6%,1
1,211,4000,138202,Wapping High School,0,F,40,47.8,36,0,-0.25,-0.67,0.17,-0.25,-0.68,0.18,70.0%,50.0%,4.62,77.5%,37.5%,25.0%,52.5%,3
4,211,,,,,,2808,48.2,2660,14,0.25,0.2,0.3,0.24,0.19,0.29,68.0%,45.4%,4.18,46.2%,24.0%,16.3%,63.4%,2
1,212,6396,101090,Al Risalah Secondary School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,212,4000,138267,Ark Bolingbroke Academy,0,F,111,51.9,98,2,0.5,0.24,0.75,0.49,0.23,0.75,77.5%,54.1%,4.78,45.9%,35.1%,26.1%,69.4%,1
1,212,5402,138681,Ark Putney Academy,0,ACC,78,43.4,66,1,0.07,-0.24,0.38,0.05,-0.26,0.37,57.7%,34.6%,3.91,37.2%,25.6%,16.7%,53.8%,3
1,212,6905,135316,Ashcroft Technology Academy,0,AC,199,57.7,187,0,0.73,0.55,0.92,0.73,0.55,0.92,83.4%,67.8%,5.48,97.5%,54.3%,37.7%,80.9%,1
2,212,7077,101095,Bradstow School,0,CYS,10,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,212,5401,139842,Burntwood School,0,ACC,264,49.6,244,1,0.32,0.16,0.48,0.31,0.15,0.48,70.8%,40.2%,4.68,91.3%,43.6%,25.4%,65.5%,2
2,212,6408,101175,Centre Academy London,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,212,4328,136883,Chestnut Grove School,0,ACC,163,50.4,156,3,-0.03,-0.23,0.17,-0.06,-0.26,0.15,69.3%,47.2%,4.61,58.3%,44.2%,26.4%,63.8%,3
1,212,6292,101071,Emanuel School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,212,4297,101053,Ernest Bevin College,0,CY,175,43.1,163,1,-0.18,-0.37,0.02,-0.19,-0.39,0.02,58.3%,30.9%,3.91,57.1%,29.1%,16.6%,53.1%,3
2,212,7207,101103,Garratt Park School,0,CYS,27,6.3,22,0,-1.53,-2.07,-1,-1.53,-2.08,-0.99,0.0%,0.0%,0.37,0.0%,0.0%,0.0%,0.0%,5
1,212,5400,137005,Graveney School,0,ACC,255,61.8,241,1,0.51,0.35,0.67,0.51,0.34,0.67,89.8%,71.8%,5.8,77.6%,63.9%,51.4%,85.9%,1
1,212,6390,101086,Hall School Wimbledon,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,212,4001,140985,Harris Academy Battersea,0,AC,115,54.3,86,0,0.92,0.65,1.19,0.92,0.64,1.19,73.0%,53.9%,4.88,78.3%,42.6%,28.7%,73.0%,1
1,212,6040,101064,Ibstock Place School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,212,7067,145709,Linden Lodge School,0,ACCS,14,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
2,212,7000,143175,Nightingale Community Academy,0,ACS,10,5.8,10,0,-2.61,-3.41,-1.82,-2.61,-3.43,-1.8,0.0%,0.0%,0.45,0.0%,0.0%,0.0%,0.0%,5
2,212,7068,101094,Oak Lodge School,0,CYS,15,1.7,11,0,-1.84,-2.6,-1.08,-1.84,-2.61,-1.07,0.0%,0.0%,0,0.0%,0.0%,0.0%,0.0%,5
2,212,7183,101102,Paddock School,0,CYS,9,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
2,212,6041,136110,The Priory Lodge School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,212,6310,101072,Putney High School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,212,4734,141808,Saint Cecilia's Church of England School,0,ACC,135,51.4,127,0,0.32,0.1,0.54,0.32,0.09,0.55,74.1%,54.1%,4.62,56.3%,35.6%,24.4%,68.9%,2
1,212,4008,135762,Saint John Bosco College,0,VA,45,48.2,34,0,0.6,0.17,1.03,0.6,0.16,1.04,60.0%,37.8%,4.27,33.3%,22.2%,13.3%,60.0%,1
1,212,5405,138682,Southfields Academy,0,ACC,164,44.2,118,0,0.4,0.17,0.63,0.4,0.17,0.64,58.5%,39.6%,3.91,23.8%,15.2%,10.4%,56.1%,2
1,212,6403,132237,Thames Christian College,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,212,6003,145164,Tram House School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,212,,,,,,1785,49.3,1590,9,0.27,0.21,0.33,0.26,0.2,0.33,69.2%,48.1%,4.54,63.2%,39.2%,26.7%,65.3%,2
1,213,6907,135242,Ark King Solomon Academy,0,AC,61,58.1,60,0,0.97,0.64,1.29,0.97,0.64,1.3,86.9%,55.7%,5.62,96.7%,68.9%,39.3%,82.0%,1
1,213,6384,101181,Bales College,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,213,7042,101182,College Park School,0,CYS,8,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,213,6005,100544,David Game College,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,213,6000,139239,Eifa International School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,213,6327,101173,Fairley House School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,213,6046,101161,Francis Holland School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,213,6037,101158,Francis Holland School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,213,4628,138313,The Grey Coat Hospital,0,ACC,153,63.8,145,0,0.76,0.55,0.97,0.76,0.54,0.97,90.8%,72.5%,6,87.6%,73.9%,55.6%,90.2%,1
1,213,6001,139415,Halcyon London International School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,213,4004,145126,Harris Academy St John's Wood,0,AC,179,54.2,160,1,0.74,0.54,0.93,0.73,0.53,0.94,73.7%,50.8%,4.75,53.1%,33.0%,22.9%,70.9%,1
1,213,6389,100536,Kensington Park School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,213,4000,140884,Marylebone Boys' School,0,F,104,49.6,94,0,-0.2,-0.45,0.06,-0.2,-0.46,0.07,77.9%,56.7%,4.71,71.2%,47.1%,29.8%,68.3%,3
1,213,6905,130912,Paddington Academy,0,AC,175,54.6,165,0,0.95,0.76,1.15,0.95,0.75,1.15,81.7%,56.0%,5.29,82.9%,64.6%,45.1%,78.3%,1
1,213,6908,135676,Pimlico Academy,0,AC,192,53,189,2,0.56,0.38,0.74,0.56,0.37,0.74,75.0%,50.0%,4.89,59.9%,44.3%,31.3%,72.9%,1
1,213,6386,100541,Portland Place School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,213,7184,101184,Queen Elizabeth II Jubilee School,0,CYS,6,NE,NE,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NE,NE,NE,NE,NE,NE,NE
