"CHAINID","UID","GROUP-TYPE","CHAINNAME","LEADRSC","SCHOOLS","SCHOOLSDIS","TELIG","KS1APS","PFSM6CLA1A","PNOTFSM6CLA1A","PSENELSE","PEALGRP2","SCHOOLS_CONVERTERS","SCHOOLS_SPONSORLED","SCHOOLS_FREE","SCHOOLS3","SCHOOLS4P","READPROG_DESCR","READPROGSCORE_P_ADJUSTED_WGTAVG","READPROG_LOWER_ADJ","READPROG_UPPER_ADJ","READPROGSCORE_P_ADJUSTED_DIS_WGTAVG","READPROG_FSM6CLA1A_LOWER_ADJ","READPROG_FSM6CLA1A_UPPER_ADJ","READPROGSCORE_P_ADJUSTED_NONDIS_WGTAVG","READPROG_NOTFSM6CLA1A_LOWER_ADJ","READPROG_NOTFSM6CLA1A_UPPER_ADJ","WRITPROG_DESCR","WRITPROGSCORE_P_ADJUSTED_WGTAVG","WRITPROG_LOWER_ADJ","WRITPROG_UPPER_ADJ","WRITPROGSCORE_P_ADJUSTED_DIS_WGTAVG","WRITPROG_FSM6CLA1A_LOWER_ADJ","WRITPROG_FSM6CLA1A_UPPER_ADJ","WRITPROGSCORE_P_ADJUSTED_NONDIS_WGTAVG","WRITPROG_NOTFSM6CLA1A_LOWER_ADJ","WRITPROG_NOTFSM6CLA1A_UPPER_ADJ","MATPROG_DESCR","MATPROGSCORE_P_ADJUSTED_WGTAVG","MATPROG_LOWER_ADJ","MATPROG_UPPER_ADJ","MATPROGSCORE_P_ADJUSTED_DIS_WGTAVG","MATPROG_FSM6CLA1A_LOWER_ADJ","MATPROG_FSM6CLA1A_UPPER_ADJ","MATPROGSCORE_P_ADJUSTED_NONDIS_WGTAVG","MATPROG_NOTFSM6CLA1A_LOWER_ADJ","MATPROG_NOTFSM6CLA1A_UPPER_ADJ","READPROGSCORE_P_WGTAVG","READPROG_LOWER","READPROG_UPPER","READPROGSCORE_P_DIS_WGTAVG","READPROG_FSM6CLA1A_LOWER","READPROG_FSM6CLA1A_UPPER","READPROGSCORE_P_NONDIS_WGTAVG","READPROG_NOTFSM6CLA1A_LOWER","READPROG_NOTFSM6CLA1A_UPPER","WRITPROGSCORE_P_WGTAVG","WRITPROG_LOWER","WRITPROG_UPPER","WRITPROGSCORE_P_DIS_WGTAVG","WRITPROG_FSM6CLA1A_LOWER","WRITPROG_FSM6CLA1A_UPPER","WRITPROGSCORE_P_NONDIS_WGTAVG","WRITPROG_NOTFSM6CLA1A_LOWER","WRITPROG_NOTFSM6CLA1A_UPPER","MATPROGSCORE_P_WGTAVG","MATPROG_LOWER","MATPROG_UPPER","MATPROGSCORE_P_DIS_WGTAVG","MATPROG_FSM6CLA1A_LOWER","MATPROG_FSM6CLA1A_UPPER","MATPROGSCORE_P_NONDIS_WGTAVG","MATPROG_NOTFSM6CLA1A_LOWER","MATPROG_NOTFSM6CLA1A_UPPER","SCHOOL-URNS"
"TR02058",4688,"Multi-academy trust","ST GILBERT OF SEMPRINGHAM CATHOLIC ACADEMY TRUST","East Midlands and Humber",5,5,133,16.2,20.3,79.7,1.5,10.5,5,0,0,0,5,4,-1.1,-2.2,-0.1,"-2.6","-5","-0.3","-0.8","-1.9","0.4",3,-0.2,-1.1,0.8,"-2.4","-4.6","-0.2","0.4","-0.7","1.5","3","-0.6","-1.5","0.3","-2.2","-4.3","0","-0.2","-1.3","0.8",-1.1,-2.2,-0.1,"-2.6","-5","-0.3","-0.8","-1.9","0.4",-0.2,-1.2,0.8,"-2.4","-4.6","-0.1","0.4","-0.7","1.5","-0.6","-1.6","0.3","-2.2","-4.3","0","-0.2","-1.3","0.8","139611, 139621, 139622, 139626, 139627"
"TR03117",5521,"Multi-academy trust","ST LUKE ACADEMIES TRUST","North West London and South Central",4,4,159,15.3,15.7,84.3,1.3,25.2,3,1,0,4,0,2,1.1,0.2,2.1,"2.3","-0.1","4.7","0.9","-0.1","2",2,1.1,0.2,2.1,"1.1","-1.2","3.4","1.1","0.1","2.1","3","0.5","-0.3","1.4","0.3","-1.9","2.4","0.6","-0.4","1.5",1.1,0.2,2.1,"2.3","-0.1","4.8","0.9","-0.1","2",1.1,0.2,2.1,"1.1","-1.2","3.5","1.1","0.1","2.2","0.5","-0.3","1.4","0.3","-1.9","2.5","0.6","-0.4","1.6","141633, 141634, 141635, 142064"
"TR02107",4742,"Multi-academy trust","ST MARY'S ACADEMY TRUST","East Midlands and Humber",6,6,189,15.8,33.9,66.1,2.6,7.9,3,3,0,0,6,3,-0.5,-1.3,0.4,"0.2","-1.3","1.6","-0.8","-1.9","0.3",2,1.9,1.1,2.8,"1.6","0.2","3","2.1","1.1","3.2","3","-0.2","-1","0.6","0.1","-1.2","1.5","-0.4","-1.3","0.6",-0.5,-1.3,0.4,"0.2","-1.3","1.7","-0.8","-1.9","0.3",1.9,1.1,2.8,"1.6","0.1","3","2.1","1.1","3.2","-0.2","-1","0.6","0.1","-1.2","1.5","-0.4","-1.4","0.6","137870, 138234, 139230, 140460, 140602, 141097"
"TR02150",4791,"Multi-academy trust","ST PIRAN'S CROSS CHURCH OF ENGLAND MULTI ACADEMY TRUST","South West",5,5,94,15.7,26.6,73.4,0,2.1,5,0,0,0,5,3,0.1,-1.1,1.4,"-1","-3.4","1.4","0.6","-0.9","2",3,0,-1.1,1.2,"0.9","-1.4","3.2","-0.2","-1.6","1.1","3","-0.9","-2","0.2","-0.4","-2.6","1.8","-1.1","-2.3","0.2",0.1,-1.1,1.4,"-1","-3.5","1.4","0.6","-0.9","2",0,-1.1,1.2,"0.9","-1.4","3.2","-0.2","-1.6","1.1","-0.9","-2","0.3","-0.4","-2.6","1.8","-1.1","-2.4","0.3","140465, 140466, 140467, 140468, 140469"
"SP00178",4056,"School sponsor","St Therese of Lisieux Catholic Multi Academy Trust","East Midlands and Humber",8,8,263,15.8,28.9,71.1,1.5,29.7,5,3,0,0,8,2,0.9,0.1,1.6,"-0.3","-1.7","1","1.4","0.5","2.3",2,1.1,0.4,1.8,"0.1","-1.1","1.4","1.5","0.6","2.3","3","0.6","0","1.3","-0.5","-1.8","0.7","1.1","0.3","1.9",0.9,0.1,1.6,"-0.3","-1.7","1","1.4","0.5","2.3",1.1,0.4,1.8,"0.1","-1.2","1.5","1.5","0.6","2.3","0.6","-0.1","1.3","-0.6","-1.9","0.7","1.1","0.3","1.9","138014, 138015, 138016, 138017, 138508, 138514, 138827, 139009"
"TR00235",2354,"Multi-academy trust","ST THOMAS AQUINAS CATHOLIC MULTI ACADEMY TRUST","East Midlands and Humber",5,5,138,15.8,16.7,83.3,1.4,18.1,5,0,0,0,5,3,1,0,2,"2.2","-0.3","4.6","0.8","-0.4","1.9",2,1.1,0.1,2.1,"0.7","-1.6","3.1","1.2","0.1","2.2","3","-0.1","-1","0.9","-1.4","-3.7","0.8","0.2","-0.8","1.2",1,0,2,"2.2","-0.3","4.7","0.8","-0.4","1.9",1.1,0.1,2.1,"0.7","-1.6","3.1","1.2","0.1","2.2","-0.1","-1","0.9","-1.4","-3.7","0.8","0.2","-0.8","1.3","138294, 138295, 138296, 138297, 138299"
"TR01174",3566,"Multi-academy trust","ST. JOHN PAUL II MULTI ACADEMY COMPANY","West Midlands",3,3,89,17.7,9,91,2.2,5.6,3,0,0,0,3,3,0.5,-0.8,1.7,"-2.2","-6.7","2.2","0.7","-0.6","2",3,-1.1,-2.3,0.1,"-0.8","-5","3.5","-1.2","-2.4","0.1","3","0.3","-0.9","1.4","-2","-6","2.1","0.5","-0.7","1.7",0.4,-0.8,1.7,"-2.2","-6.7","2.3","0.7","-0.7","2",-1.1,-2.3,0.1,"-0.8","-5.1","3.5","-1.2","-2.4","0.1","0.3","-0.9","1.4","-2","-6.1","2.1","0.5","-0.7","1.7","140525, 140528, 140529"
"TR02612",4776,"Multi-academy trust","ST. OSWALD'S CATHOLIC ACADEMY TRUST","North",3,3,89,14.6,61.8,38.2,2.2,1.1,3,0,0,0,3,2,2.3,1,3.5,"2.7","1.1","4.3","1.6","-0.4","3.6",3,0.3,-0.9,1.5,"0.1","-1.5","1.6","0.8","-1.2","2.7","2","1.3","0.2","2.4","0.8","-0.6","2.3","2","0.2","3.9",2.3,1,3.6,"2.7","1.1","4.3","1.6","-0.4","3.7",0.3,-0.9,1.6,"0.1","-1.5","1.6","0.8","-1.2","2.7","1.3","0.1","2.4","0.8","-0.7","2.3","2","0.2","3.9","140750, 140769, 140779"
"TR02182",4828,"Multi-academy trust","STEEL CITY SCHOOLS PARTNERSHIP","East Midlands and Humber",3,3,140,14.8,52.9,47.1,3.6,6.4,1,2,0,0,3,2,1.8,0.8,2.8,"1.6","0.3","3","2","0.5","3.5",3,-0.2,-1.2,0.8,"-0.8","-2.1","0.5","0.4","-1","1.8","3","0.9","-0.1","1.8","0.5","-0.7","1.8","1.2","-0.1","2.6",1.8,0.8,2.8,"1.6","0.3","3","2","0.5","3.5",-0.2,-1.2,0.8,"-0.8","-2.1","0.6","0.4","-1","1.9","0.9","-0.1","1.8","0.5","-0.7","1.8","1.2","-0.2","2.6","139134, 139137, 139544"
"TR02187",4836,"Multi-academy trust","STEP ACADEMY TRUST","South East and South London",5,5,287,15.6,55.1,44.9,2.8,35.9,2,3,0,1,4,1,3.2,2.5,4,"3.7","2.8","4.7","2.7","1.6","3.7",2,1.8,1.1,2.5,"1.8","0.9","2.8","1.8","0.7","2.8","1","3.2","2.6","3.9","3.2","2.4","4.1","3.2","2.2","4.1",3.2,2.5,4,"3.7","2.7","4.7","2.7","1.6","3.7",1.8,1.1,2.5,"1.8","0.9","2.8","1.8","0.7","2.8","3.1","2.5","3.8","3.1","2.2","4","3.1","2.1","4.1","136714, 137195, 139393, 140045, 141666"
"TR01509",4004,"Multi-academy trust","SUMMIT LEARNING TRUST","West Midlands",4,4,208,15.7,56.7,43.3,1,45.2,2,2,0,0,4,5,-3.5,-4.4,-2.7,"-3.6","-4.7","-2.5","-3.4","-4.7","-2.1",4,-1.9,-2.7,-1.1,"-2.1","-3.2","-1.1","-1.6","-2.8","-0.3","5","-3.9","-4.7","-3.1","-4.6","-5.6","-3.6","-2.9","-4.1","-1.7",-3.5,-4.4,-2.7,"-3.6","-4.7","-2.5","-3.5","-4.8","-2.2",-1.9,-2.8,-1.1,"-2.2","-3.2","-1.1","-1.7","-2.9","-0.4","-4","-4.8","-3.3","-4.8","-5.8","-3.7","-3","-4.2","-1.8","138194, 139183, 139378, 139631"
"TR02230",4885,"Multi-academy trust","SWALE ACADEMIES TRUST","South East and South London",5,5,258,15.3,32.9,67.1,1.2,13.2,3,2,0,3,2,2,1.1,0.4,1.9,"1.9","0.6","3.2","0.8","-0.2","1.7",2,1.2,0.5,2,"1.5","0.2","2.7","1.1","0.2","2","2","1.6","1","2.3","1.6","0.4","2.8","1.7","0.8","2.5",1.1,0.4,1.9,"1.9","0.6","3.2","0.8","-0.2","1.7",1.2,0.5,2,"1.5","0.2","2.7","1.1","0.2","2","1.6","0.9","2.3","1.5","0.3","2.7","1.7","0.8","2.5","136270, 136794, 141650, 141871, 142052"
"TR02239",4899,"Multi-academy trust","TAPTON SCHOOL ACADEMY TRUST","East Midlands and Humber",5,5,306,15.3,44.8,55.2,0.7,9.8,2,3,0,2,3,3,-0.2,-0.9,0.5,"-0.7","-1.7","0.3","0.2","-0.7","1.2",2,1,0.4,1.7,"1","0","2","1.1","0.2","1.9","3","0.5","-0.2","1.1","0.1","-0.8","1","0.8","0","1.6",-0.2,-0.9,0.5,"-0.7","-1.7","0.4","0.2","-0.7","1.2",1,0.4,1.7,"1","0","2","1.1","0.2","2","0.5","-0.2","1.1","0.1","-0.9","1","0.8","0","1.7","139133, 139336, 140310, 142074, 142311"
"TR01649",5641,"Multi-academy trust","TEAM MULTI-ACADEMY TRUST","South West",3,2,74,17,23,77,1.4,1.4,3,0,0,2,1,4,-2.4,-3.7,-1,"SUPPM","SUPPM","SUPPM","-2.4","-3.9","-0.8",4,-1.8,-3.1,-0.5,"SUPPM","SUPPM","SUPPM","-2.3","-3.8","-0.8","4","-2.1","-3.3","-0.8","SUPPM","SUPPM","SUPPM","-2.2","-3.6","-0.7",-2.4,-3.8,-1,"SUPPM","SUPPM","SUPPM","-2.5","-4.1","-0.9",-1.8,-3.2,-0.5,"SUPPM","SUPPM","SUPPM","-2.3","-3.9","-0.8","-2.1","-3.3","-0.8","SUPPM","SUPPM","SUPPM","-2.2","-3.6","-0.7","138315, 141761, 141847"
"TR03365",15748,"Multi-academy trust","TEES VALLEY EDUCATION","North",3,3,111,14.4,68.5,31.5,9.9,0.9,2,1,0,3,0,4,-1.5,-2.6,-0.4,"-2.2","-3.5","-0.9","-0.1","-2.1","1.9",2,1.6,0.5,2.6,"0.9","-0.4","2.2","3","1.1","4.9","3","0.4","-0.6","1.4","-0.3","-1.5","0.9","2","0.2","3.8",-1.6,-2.7,-0.4,"-2.3","-3.6","-0.9","-0.1","-2.1","1.9",1.5,0.4,2.6,"0.8","-0.5","2.1","3","1.1","5","0.4","-0.7","1.4","-0.4","-1.6","0.9","2","0.1","3.8","138559, 138560, 139931"
"TR02270",5642,"Multi-academy trust","THE ACADEMY TRUST OF MELKSHAM","South West",6,5,133,16.4,18.8,81.2,0.8,3.8,6,0,0,5,1,3,-0.4,-1.4,0.7,"-2.4","-4.7","0","0.1","-1","1.3",3,-0.9,-1.9,0,"-1.8","-4.1","0.4","-0.7","-1.8","0.4","3","-0.8","-1.7","0.2","-1.5","-3.7","0.6","-0.6","-1.6","0.4",-0.4,-1.5,0.6,"-2.6","-4.9","-0.2","0.1","-1.1","1.3",-1,-2,0,"-1.8","-4.1","0.5","-0.9","-2","0.2","-0.8","-1.7","0.2","-1.5","-3.7","0.6","-0.6","-1.7","0.4","138730, 141893, 141919, 141920, 141923, 141928"
"TR00024",2075,"Multi-academy trust","THE ACTIVE LEARNING TRUST LIMITED","East of England and North East London",10,10,544,15.5,35.3,64.7,1.8,10.3,2,8,0,2,8,3,-0.1,-0.7,0.4,"-1.1","-2","-0.2","0.4","-0.2","1",4,-0.6,-1.1,-0.1,"-1.6","-2.4","-0.7","-0.1","-0.7","0.5","4","-0.5","-1","-0.1","-1.3","-2.1","-0.5","-0.1","-0.7","0.5",-0.2,-0.7,0.4,"-1.1","-2","-0.3","0.4","-0.3","1",-0.6,-1.1,-0.1,"-1.6","-2.4","-0.7","-0.1","-0.7","0.5","-0.5","-1","-0.1","-1.4","-2.2","-0.5","-0.1","-0.7","0.5","139803, 139804, 139843, 140573, 140822, 140823, 140887, 140888, 141640, 141702"
"TR02622",4929,"Multi-academy trust","THE AQUINAS CATHOLIC ACADEMY TRUST","East Midlands and Humber",5,5,176,15.9,21.6,78.4,1.1,24.4,5,0,0,3,2,3,0.4,-0.5,1.3,"-0.6","-2.6","1.3","0.7","-0.3","1.7",3,0.9,0,1.7,"-0.2","-2.1","1.7","1.2","0.2","2.1","3","0.1","-0.8","0.9","-1.9","-3.7","-0.1","0.6","-0.4","1.5",0.4,-0.5,1.3,"-0.6","-2.6","1.4","0.7","-0.4","1.7",0.9,0,1.7,"-0.2","-2.1","1.7","1.2","0.2","2.1","0","-0.8","0.9","-1.9","-3.7","-0.1","0.6","-0.4","1.5","140727, 140783, 141460, 141478, 142093"
"TR00089",2166,"Multi-academy trust","THE ARTHUR TERRY LEARNING PARTNERSHIP","West Midlands",4,4,174,16.4,33.3,66.7,2.3,20.7,3,1,0,0,4,3,0.4,-0.5,1.3,"-1.2","-2.8","0.4","1.2","0","2.3",2,1.5,0.6,2.3,"1.5","0","3","1.4","0.4","2.5","3","0.8","0","1.6","-1.2","-2.7","0.2","1.8","0.8","2.8",0.4,-0.5,1.3,"-1.2","-2.8","0.4","1.2","0","2.3",1.5,0.6,2.4,"1.5","0","3","1.4","0.3","2.5","0.7","-0.1","1.6","-1.3","-2.8","0.1","1.7","0.7","2.8","138590, 139452, 139465, 139520"
"TR00094",5594,"Multi-academy trust","THE ASPIRE EDUCATIONAL TRUST","West Midlands",3,2,52,16.7,51.9,48.1,3.8,5.8,2,1,0,2,1,2,2.4,0.8,4.1,"SUPPM","SUPPM","SUPPM","4.1","1.8","6.5",3,1.1,-0.4,2.7,"SUPPM","SUPPM","SUPPM","1.5","-0.8","3.7","2","3","1.5","4.5","SUPPM","SUPPM","SUPPM","4","1.9","6.1",2.4,0.8,4.1,"SUPPM","SUPPM","SUPPM","4.1","1.7","6.5",1.1,-0.5,2.7,"SUPPM","SUPPM","SUPPM","1.5","-0.8","3.7","3","1.5","4.5","SUPPM","SUPPM","SUPPM","4","1.8","6.1","140444, 141653, 141809"
"TR00145",2250,"Multi-academy trust","THE BATH AND WELLS DIOCESAN ACADEMIES TRUST","South West",10,10,302,15.5,30.5,69.5,1,9.3,5,5,0,1,9,3,-0.3,-1,0.4,"-1","-2.2","0.3","0","-0.8","0.8",2,0.9,0.3,1.6,"0.1","-1.1","1.3","1.3","0.5","2.1","3","0.2","-0.4","0.8","-0.1","-1.2","1.1","0.3","-0.4","1.1",-0.3,-1,0.4,"-1","-2.3","0.3","0","-0.8","0.8",0.7,0,1.4,"-0.1","-1.3","1.2","1","0.2","1.8","0.2","-0.4","0.9","-0.1","-1.2","1.1","0.3","-0.4","1.1","139205, 139278, 139324, 139338, 139934, 140062, 140456, 141159, 141162, 141800"
"TR00210",2326,"Multi-academy trust","THE BISHOP ANTHONY EDUCATIONAL TRUST","West Midlands",3,2,46,16.2,26.1,73.9,2.2,13,1,2,0,1,2,3,-1.3,-3.1,0.4,"SUPPM","SUPPM","SUPPM","-0.5","-2.5","1.5",3,-1.2,-2.8,0.5,"SUPPM","SUPPM","SUPPM","-0.2","-2.1","1.7","4","-3","-4.6","-1.5","SUPPM","SUPPM","SUPPM","-2.4","-4.3","-0.6",-1.7,-3.4,0.1,"SUPPM","SUPPM","SUPPM","-0.5","-2.6","1.5",-1.2,-2.9,0.5,"SUPPM","SUPPM","SUPPM","-0.2","-2.1","1.8","-3","-4.6","-1.4","SUPPM","SUPPM","SUPPM","-2.4","-4.3","-0.6","140183, 141180, 142142"
"TR00214",2332,"Multi-academy trust","THE BISHOP KONSTANT CATHOLIC ACADEMY TRUST","Lancashire and West Yorkshire",10,10,287,15.7,21.6,78.4,2.1,17.4,9,1,0,3,7,3,0.4,-0.3,1.1,"-0.5","-2","1","0.6","-0.2","1.4",2,1,0.3,1.7,"0.7","-0.8","2.1","1.1","0.3","1.8","3","0.4","-0.3","1","-0.3","-1.7","1.1","0.6","-0.2","1.3",0.4,-0.3,1.1,"-0.5","-2","1.1","0.6","-0.2","1.4",1,0.3,1.7,"0.7","-0.8","2.1","1.1","0.3","1.8","0.4","-0.3","1","-0.4","-1.8","1.1","0.6","-0.2","1.3","138941, 138945, 138946, 138947, 138949, 138958, 140558, 141594, 141595, 142155"
"TR00224",2342,"Multi-academy trust","THE BISHOP WHEELER CATHOLIC ACADEMY TRUST","Lancashire and West Yorkshire",9,8,252,16.7,13.9,86.1,0.8,7.1,7,2,0,4,5,2,1,0.3,1.8,"-1","-3.2","1.1","1.3","0.5","2.1",2,1.2,0.5,2,"0.6","-1.4","2.7","1.4","0.6","2.1","3","-0.1","-0.8","0.6","-1.8","-3.7","0.2","0.2","-0.6","0.9",1,0.3,1.8,"-1","-3.2","1.1","1.3","0.5","2.1",1.2,0.5,2,"0.6","-1.5","2.7","1.4","0.6","2.1","-0.1","-0.8","0.6","-1.8","-3.8","0.3","0.2","-0.6","0.9","139350, 139352, 139353, 139354, 139355, 142004, 142023, 142159, 142176"
"TR00243",2365,"Multi-academy trust","THE BLYTH QUAYS TRUST","North",3,3,160,15.6,55,45,1.9,1.3,3,0,0,0,3,5,-3.2,-4.1,-2.3,"-3.5","-4.8","-2.2","-2.8","-4.2","-1.3",4,-1,-1.9,-0.1,"-1.9","-3.1","-0.6","0.2","-1.2","1.5","4","-2","-2.9","-1.1","-2.5","-3.7","-1.4","-1.3","-2.5","0",-3.4,-4.3,-2.4,"-3.7","-5","-2.5","-2.9","-4.3","-1.4",-1.1,-2,-0.2,"-2.1","-3.3","-0.8","0.2","-1.2","1.5","-2.1","-3","-1.2","-2.6","-3.8","-1.5","-1.4","-2.7","-0.1","139743, 139754, 139756"
"TR00253",2376,"Multi-academy trust","THE BOSTON WITHAM ACADEMIES FEDERATION","East Midlands and Humber",3,3,143,14.1,37.8,62.2,1.4,56.6,2,1,0,0,3,2,2.4,1.3,3.5,"2.9","1.2","4.6","2.1","0.6","3.5",1,4.2,3.1,5.2,"4","2.4","5.6","4.2","2.9","5.6","2","2.3","1.4","3.3","2.4","0.8","3.9","2.3","1","3.5",2.3,1.2,3.4,"2.8","1.1","4.5","2.1","0.6","3.5",4.2,3.1,5.2,"4","2.4","5.6","4.2","2.9","5.6","2.3","1.3","3.3","2.4","0.8","3.9","2.3","0.9","3.6","138751, 138752, 140498"
"TR00327",2471,"Multi-academy trust","THE BROOKE WESTON TRUST","North West London and South Central",4,4,216,15.2,29.2,70.8,5.1,28.7,3,1,0,0,4,3,0.3,-0.5,1.1,"-0.5","-2","1.1","0.6","-0.3","1.6",2,1.9,1.1,2.7,"1.4","-0.1","2.8","2.1","1.1","3","2","1.5","0.8","2.3","0.2","-1.1","1.6","2","1.1","2.9",0.3,-0.5,1.1,"-0.5","-2","1.1","0.6","-0.4","1.6",1.7,0.9,2.5,"1.4","-0.1","2.9","1.9","0.9","2.8","1.5","0.7","2.3","0.2","-1.2","1.7","2","1.1","2.9","138672, 138761, 139466, 140120"
"TR00567",2777,"Multi-academy trust","THE CO-OPERATIVE ACADEMIES TRUST","Lancashire and West Yorkshire",3,3,164,13.5,72,28,1.2,44.5,0,3,0,0,3,3,0.5,-0.5,1.6,"0.5","-0.6","1.7","0.4","-1.7","2.5",2,2.2,1.2,3.1,"2","0.9","3.1","2.6","0.6","4.6","2","1","0.1","2","1","0","2.1","0.9","-1.1","2.8",0.5,-0.5,1.6,"0.5","-0.7","1.7","0.4","-1.7","2.6",2.2,1.2,3.1,"2","0.9","3.1","2.6","0.5","4.6","1","0.1","1.9","1","0","2.1","0.9","-1.1","2.8","138986, 139015, 139077"
"TR00540",2741,"Multi-academy trust","THE COLLABORATIVE ACADEMIES TRUST","North West London and South Central",8,8,277,15.2,44.4,55.6,1.1,27.8,0,8,0,0,8,3,-0.4,-1.1,0.4,"-1.2","-2.3","-0.1","0.3","-0.8","1.3",3,0.5,-0.2,1.2,"-0.4","-1.4","0.6","1.3","0.3","2.2","4","-0.8","-1.5","-0.1","-1.5","-2.5","-0.6","-0.2","-1.1","0.8",-0.4,-1.2,0.3,"-1.2","-2.3","-0.1","0.3","-0.8","1.3",0.5,-0.2,1.2,"-0.4","-1.5","0.6","1.3","0.3","2.3","-0.9","-1.6","-0.2","-1.7","-2.7","-0.6","-0.2","-1.1","0.8","138493, 138494, 139385, 139387, 139388, 140220, 140408, 141195"
"TR00633",2854,"Multi-academy trust","THE DAVID ROSS EDUCATION TRUST","National Sponsor Unit",21,21,855,15.3,41.1,58.9,1.5,18.7,6,15,0,3,18,2,0.9,0.5,1.3,"0.9","0.2","1.5","0.9","0.3","1.4",2,1,0.6,1.4,"0.6","0","1.2","1.4","0.8","1.9","2","0.8","0.4","1.2","0.7","0.1","1.2","1","0.5","1.5",0.9,0.4,1.3,"0.8","0.2","1.5","0.9","0.3","1.4",1,0.6,1.4,"0.6","-0.1","1.2","1.4","0.8","1.9","0.8","0.4","1.2","0.6","0","1.2","0.9","0.4","1.5","138160, 138423, 138749, 138840, 138857, 138917, 139061, 139570, 139805, 139968, 140018, 140060, 140184, 140190, 140191, 140414, 140551, 140829, 141279, 141390, 141631"
"TR00655",2886,"Multi-academy trust","THE DIAMOND LEARNING PARTNERSHIP TRUST","East of England and North East London",5,4,122,16.2,29.5,70.5,4.9,10.7,2,3,0,0,5,3,-1,-2.1,0.1,"-2","-4","0","-0.6","-1.9","0.7",4,-1.4,-2.4,-0.4,"-1.1","-3","0.8","-1.5","-2.8","-0.3","3","0.2","-0.8","1.2","-1.2","-3","0.6","0.8","-0.4","1.9",-1.1,-2.2,0,"-2","-4","0","-0.7","-2","0.6",-1.4,-2.5,-0.4,"-1.1","-3","0.8","-1.5","-2.8","-0.3","0.1","-0.9","1.1","-1.2","-3","0.7","0.7","-0.5","1.9","138280, 138595, 139634, 140386, 140535"
"SP00155",2896,"School sponsor","The Diocese of Canterbury Academies Company Limited","South East and South London",8,8,406,16.1,40.1,59.9,1,16,0,8,0,4,4,4,-0.8,-1.4,-0.2,"-1.5","-2.4","-0.5","-0.3","-1","0.5",3,0.4,-0.1,1,"-0.8","-1.7","0.1","1.3","0.6","2.1","4","-0.9","-1.4","-0.3","-2.3","-3.1","-1.4","0.1","-0.6","0.8",-0.8,-1.4,-0.2,"-1.5","-2.5","-0.6","-0.3","-1.1","0.5",0.4,-0.2,1,"-0.8","-1.7","0.1","1.3","0.5","2","-1","-1.5","-0.4","-2.5","-3.3","-1.6","0.1","-0.6","0.8","136197, 138592, 139255, 139822, 141216, 141220, 141329, 141659"
"TR02264",4955,"Multi-academy trust","THE DIOCESE OF CHELMSFORD VINE SCHOOLS TRUST","East of England and North East London",9,9,319,16.3,30.4,69.6,0.6,5,2,7,0,3,6,4,-1.2,-1.9,-0.5,"-1.5","-2.7","-0.3","-1.1","-1.9","-0.3",4,-0.8,-1.4,-0.1,"-1.4","-2.5","-0.2","-0.5","-1.3","0.2","4","-1.8","-2.4","-1.2","-2.6","-3.7","-1.5","-1.4","-2.2","-0.7",-1.2,-1.9,-0.6,"-1.5","-2.7","-0.3","-1.1","-1.9","-0.3",-0.8,-1.4,-0.1,"-1.4","-2.6","-0.2","-0.5","-1.3","0.3","-1.8","-2.4","-1.2","-2.7","-3.8","-1.5","-1.5","-2.2","-0.7","140180, 140181, 140367, 140506, 140666, 140844, 141657, 141658, 142252"
"TR00660",2901,"Multi-academy trust","THE DIOCESE OF COVENTRY MULTI-ACADEMY TRUST","West Midlands",10,10,473,16.2,34.2,65.8,3.4,17.3,2,8,0,2,8,4,-0.8,-1.3,-0.2,"-1.7","-2.6","-0.7","-0.3","-1","0.4",4,-0.9,-1.4,-0.4,"-1.6","-2.5","-0.7","-0.5","-1.1","0.2","4","-1.2","-1.7","-0.7","-2.5","-3.3","-1.6","-0.6","-1.2","0",-0.8,-1.4,-0.3,"-1.7","-2.7","-0.7","-0.4","-1.1","0.3",-0.9,-1.4,-0.4,"-1.6","-2.6","-0.7","-0.5","-1.2","0.2","-1.3","-1.8","-0.8","-2.5","-3.4","-1.6","-0.6","-1.3","0","139383, 139384, 139680, 140419, 140694, 140878, 141000, 141298, 142021, 142022"
"TR00661",2905,"Multi-academy trust","THE DIOCESE OF ELY MULTI-ACADEMY TRUST","East of England and North East London",18,17,527,15.7,26.4,73.6,2.1,9.7,9,9,0,12,6,4,-1.3,-1.8,-0.8,"-2.6","-3.6","-1.6","-0.9","-1.5","-0.2",4,-1.8,-2.3,-1.3,"-2.8","-3.8","-1.9","-1.4","-2","-0.8","4","-1.8","-2.3","-1.4","-3.6","-4.5","-2.6","-1.2","-1.8","-0.7",-1.4,-1.9,-0.8,"-2.7","-3.8","-1.7","-0.9","-1.5","-0.3",-1.9,-2.4,-1.4,"-3","-4","-2","-1.5","-2.1","-0.9","-2","-2.5","-1.5","-3.8","-4.8","-2.9","-1.3","-1.9","-0.7","139844, 140031, 140681, 140712, 140870, 140914, 141211, 141212, 141213, 141228, 141229, 141464, 141552, 141707, 141758, 141845, 142034, 142057"
