RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,ALL_BAND,ALL_SCORE,ALL_UPPER,ALL_LOWER,ALL_COHORT,ALL_PROGRESSED,ALL_APPREN,ALL_HE,ALL_TOP3RD,ALL_HTECH,ACADAGEN_COHORT,ACADAGEN_PROGRESSED,ACADAGEN_SCORE,ACADAGEN_UPPER,ACADAGEN_LOWER,ACADAGEN_BAND,TLEV_COHORT,TLEV_PROGRESSED,TLEV_SCORE,TLEV_UPPER,TLEV_LOWER,TLEV_BAND,OTHER_COHORT,OTHER_PROGRESSED,OTHER_SCORE,OTHER_UPPER,OTHER_LOWER,OTHER_BAND,DIS_PROGRESSED,DIS_APPREN,DIS_HE,DIS_TOP3RD,DIS_HTECH
1,383,8600,130548,Notre Dame Catholic Sixth Form College,Sixth Form College,0,0,2,5,7,2,822,79%,2%,75%,29%,3%,785,81%,4,6,1,2,9,56%,6,38,-26,3,28,54%,8,26,-10,3,77%,SP,75%,18%,1%
LA,383,,,,,,,NA,1,NA,NA,4647,71%,3%,64%,23%,4%,3706,76%,0,NA,NA,NA,231,51%,6,NA,NA,NA,710,50%,3,NA,NA,NA,72%,4%,64%,25%,4%
1,384,4008,145869,CAPA College,F1619,0,0,2,9,16,1,119,81%,1%,72%,13%,8%,112,81%,8,15,0,3,0,0%,NA,NA,NA,NA,7,71%,23,59,-13,3,89%,SUPP,SUPP,SUPP,0%
1,384,4014,145938,Outwood Academy Hemsworth,AC,0,0,3,5,19,-9,31,71%,0%,68%,3%,3%,22,64%,-10,6,-26,3,9,89%,42,74,9,1,0,0%,NA,NA,NA,NA,64%,0%,SUPP,SUPP,SUPP
1,384,4015,136633,Castleford Academy,ACC,0,0,3,-3,15,-21,21,43%,0%,33%,5%,10%,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,21,43%,-3,18,-24,3,SUPP,SUPP,SUPP,SUPP,SUPP
1,384,4023,136462,Ossett Academy and Sixth Form College,ACC,0,0,4,-13,-4,-21,98,58%,1%,52%,20%,5%,77,64%,-13,-4,-21,4,0,0%,NA,NA,NA,NA,21,38%,-12,9,-33,3,47%,SUPP,40%,27%,SUPP
1,384,4026,136613,Airedale Academy,ACC,0,0,5,-22,-7,-36,34,38%,0%,32%,3%,6%,34,38%,-22,-8,-35,5,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,20%,0%,SUPP,SUPP,SUPP
1,384,4030,137011,Minsthorpe Community College,ACC,0,0,3,-1,12,-14,37,68%,0%,68%,5%,0%,29,66%,-8,6,-22,3,8,75%,27,61,-7,3,0,0%,NA,NA,NA,NA,100%,0%,100%,SUPP,0%
1,384,4604,138951,St Wilfrid's Catholic High School & Sixth Form College: A Voluntary Academy,ACC,0,0,3,-2,10,-14,46,74%,4%,65%,35%,4%,46,74%,-2,9,-13,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,50%,0%,50%,17%,0%
1,384,6905,135961,Outwood Grange Academy,AC,0,0,3,-2,6,-10,92,77%,5%,67%,24%,4%,90,78%,-2,6,-10,3,2,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,78%,11%,56%,11%,11%
1,384,8000,130549,Heart of Yorkshire Education Group,General Further Education College,0,0,3,-4,0,-7,476,52%,3%,37%,4%,12%,145,63%,-9,-2,-15,4,84,51%,3,13,-7,3,247,45%,-3,3,-9,3,49%,1%,35%,2%,13%
1,384,8600,144732,New College Pontefract,ACC1619,0,0,4,-4,-1,-6,1134,68%,2%,63%,23%,2%,836,77%,-3,0,-5,3,15,47%,-2,22,-26,3,283,43%,-5,0,-10,3,60%,3%,54%,17%,3%
LA,384,,,,,,,NA,-3,NA,NA,2088,64%,2%,57%,17%,5%,1391,74%,-4,NA,NA,NA,118,55%,7,NA,NA,NA,579,44%,-4,NA,NA,NA,66%,2%,59%,19%,5%
1,815,4002,142884,Scarborough University Technical College,UTC,0,0,1,27,52,1,11,82%,9%,73%,18%,0%,3,SUPP,SUPP,SUPP,SUPP,3,8,75%,26,60,-8,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,815,4006,144976,Outwood Academy Easingwold,AC,0,0,5,-22,-3,-40,21,57%,0%,57%,33%,0%,21,57%,-22,-4,-39,5,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,815,4009,146969,Northallerton School & Sixth Form College,AC,0,0,3,-3,7,-13,62,73%,0%,71%,35%,2%,62,73%,-3,7,-13,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,815,4035,121666,Thirsk School & Sixth Form College,CY,0,0,3,-4,8,-16,45,73%,4%,67%,29%,2%,44,75%,-3,8,-14,3,1,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP
1,815,4039,121667,Whitby School,CY,0,0,3,-7,4,-18,53,64%,0%,62%,19%,2%,53,64%,-7,3,-17,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,57%,0%,SUPP,SUPP,SUPP
1,815,4047,141930,Stokesley School,ACC,0,0,3,6,15,-3,70,87%,0%,87%,46%,0%,70,87%,6,15,-3,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,815,4076,145090,Richmond School,ACC,0,0,3,4,11,-3,108,82%,1%,81%,42%,1%,103,82%,2,9,-5,3,5,SUPP,SUPP,SUPP,SUPP,1,0,0%,NA,NA,NA,NA,75%,SUPP,SUPP,SUPP,SUPP
1,815,4077,121681,Malton School,CY,0,0,3,6,15,-3,77,78%,4%,60%,25%,14%,72,81%,7,16,-2,3,0,0%,NA,NA,NA,NA,5,SUPP,SUPP,SUPP,SUPP,3,80%,0%,70%,20%,10%
1,815,4152,136728,Norton College,ACC,0,0,5,-30,-17,-42,46,37%,0%,37%,9%,0%,42,38%,-31,-18,-43,5,4,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,815,4200,136497,Harrogate Grammar School,ACC,0,0,3,-3,2,-8,269,75%,1%,74%,43%,1%,269,75%,-3,1,-7,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,46%,0%,46%,31%,0%
1,815,4202,121687,King James's School,CY,0,0,4,-10,-2,-17,137,69%,1%,67%,30%,1%,137,69%,-10,-3,-16,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,33%,0%,SUPP,SUPP,SUPP
1,815,4205,121689,Settle College,CY,0,0,3,-1,13,-15,34,71%,3%,68%,32%,0%,32,72%,-2,11,-15,3,2,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,815,4210,136736,South Craven School,ACC,0,0,3,-6,0,-12,189,67%,3%,62%,19%,2%,180,69%,-4,1,-9,3,9,11%,-39,-6,-71,4,0,0%,NA,NA,NA,NA,80%,0%,70%,5%,10%
1,815,4211,145777,Tadcaster Grammar School,ACC,0,0,3,3,10,-4,108,81%,4%,77%,42%,1%,102,81%,1,8,-6,3,6,83%,27,66,-12,3,0,0%,NA,NA,NA,NA,67%,SUPP,50%,33%,SUPP
1,815,4215,121694,Ripon Grammar School,CY,0,0,3,-2,4,-8,142,86%,3%,83%,65%,0%,142,86%,-2,4,-8,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,815,4216,145819,Sherburn High School,ACC,0,0,3,10,21,-1,48,81%,4%,75%,29%,2%,47,83%,11,22,0,3,1,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,815,4217,136896,Rossett School,ACC,0,0,4,-12,-4,-19,126,64%,0%,63%,29%,1%,126,64%,-12,-4,-19,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,71%,0%,SUPP,SUPP,SUPP
1,815,4518,136664,Skipton Girls' High School,ACC,0,0,3,3,11,-5,105,91%,4%,87%,56%,1%,105,91%,3,10,-4,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,78%,SUPP,67%,33%,SUPP
1,815,4608,121716,Ermysted's Grammar School,VA,0,0,3,-1,7,-9,101,87%,0%,87%,67%,0%,101,87%,-1,6,-8,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,815,4609,148855,St John Fisher Catholic Academy,ACC,1,0,3,0,3,-3,461,79%,2%,76%,36%,1%,461,79%,0,3,-3,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,60%,0%,55%,10%,5%
1,815,4611,137139,St Aidan's Church of England High School,ACC,1,0,3,0,3,-3,461,79%,2%,76%,36%,1%,461,79%,0,3,-3,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,60%,0%,55%,10%,5%
3,815,4900,132913,St Aidans and St John Fisher Associated Sixth Form,,NA,0,3,0,3,-3,461,79%,2%,76%,36%,1%,461,79%,0,3,-3,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,60%,0%,55%,10%,5%
1,815,8005,130591,Craven College,General Further Education College,0,0,5,-21,-15,-26,223,32%,4%,22%,3%,7%,78,41%,-23,-14,-31,5,25,40%,-9,10,-28,3,120,24%,-22,-13,-30,4,34%,0%,15%,2%,20%
1,815,8600,130593,Scarborough Sixth Form College,Sixth Form College,0,0,3,2,6,-2,344,72%,1%,70%,25%,1%,241,76%,-3,2,-8,3,5,SUPP,SUPP,SUPP,SUPP,3,98,60%,12,21,2,2,66%,0%,66%,26%,0%
LA,815,,,,,,,NA,-3,NA,NA,3137,71%,2%,67%,32%,3%,2751,75%,-3,NA,NA,NA,76,49%,0,NA,NA,NA,310,44%,-3,NA,NA,NA,73%,2%,68%,33%,2%
1,831,4177,112951,The Bemrose School,FD,0,0,3,-16,13,-45,8,38%,0%,38%,0%,0%,8,38%,-16,11,-43,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,831,4178,145327,Derby Moor Spencer Academy,ACC,0,0,3,1,9,-7,90,79%,3%,74%,17%,1%,90,79%,1,9,-7,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,83%,0%,SUPP,SUPP,SUPP
1,831,4182,112956,Littleover Community School,CY,0,0,3,4,10,-2,158,89%,2%,87%,47%,0%,158,89%,4,10,-2,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,85%,0%,85%,46%,0%
1,831,4607,138622,"Saint Benedict, A Catholic Voluntary Academy",ACC,0,0,4,-12,-1,-22,61,67%,2%,64%,33%,2%,61,67%,-12,-1,-22,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,62%,SUPP,SUPP,SUPP,SUPP
1,831,5414,137911,Allestree Woodlands School,ACC,0,0,2,14,21,6,109,94%,3%,89%,35%,2%,109,94%,14,21,6,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,88%,13%,75%,13%,0%
1,831,6905,135120,Landau Forte College,AC,0,0,3,1,9,-7,106,84%,4%,80%,26%,0%,106,84%,1,8,-6,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,87%,0%,87%,26%,0%
1,831,8012,133585,Derby College,General Further Education College,0,0,3,-3,0,-5,931,54%,3%,45%,6%,6%,321,65%,-7,-2,-11,4,137,37%,-11,-2,-19,4,473,51%,3,7,-1,3,50%,2%,43%,8%,5%
LA,831,,,,,,,NA,0,NA,NA,1634,67%,3%,60%,18%,4%,1024,78%,0,NA,NA,NA,137,37%,-11,NA,NA,NA,473,51%,3,NA,NA,NA,68%,3%,61%,18%,4%
1,856,4273,148878,The City of Leicester College,ACC,0,0,2,12,19,4,118,86%,4%,81%,17%,1%,112,87%,11,18,3,2,6,67%,21,60,-18,3,0,0%,NA,NA,NA,NA,82%,SUPP,77%,14%,SUPP
1,856,4721,146196,"English Martyrs' Catholic School, A Voluntary Academy",ACC,0,0,2,10,18,1,91,87%,1%,85%,26%,1%,91,87%,10,18,1,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,73%,SUPP,SUPP,SUPP,SUPP
1,856,4723,146232,"St Paul's Catholic School, a Voluntary Academy",ACC,0,0,3,9,19,-1,65,89%,0%,89%,32%,0%,65,89%,9,18,0,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,856,8008,131863,Leicester College,General Further Education College,0,0,4,-6,-2,-9,618,47%,1%,40%,1%,6%,242,52%,-8,-2,-13,4,41,32%,-15,0,-30,3,335,44%,-3,2,-8,3,42%,0%,36%,1%,6%
1,856,8600,147756,Gateway Sixth Form College,ACC1619,0,0,2,11,15,6,293,71%,SP,71%,6%,SP,199,74%,7,12,1,2,36,58%,14,30,-2,3,58,69%,24,36,11,2,77%,SUPP,SUPP,SUPP,SUPP
1,856,8601,130756,WQE and Regent College Group,Sixth Form College,0,0,2,6,8,3,1513,81%,2%,77%,19%,1%,1465,82%,5,7,2,2,12,58%,13,40,-14,3,36,69%,19,35,2,2,79%,1%,78%,13%,1%
LA,856,,,,,,,NA,4,NA,NA,2698,73%,2%,69%,14%,2%,2174,78%,4,NA,NA,NA,95,47%,2,NA,NA,NA,429,50%,3,NA,NA,NA,74%,2%,69%,16%,2%
1,857,4000,141965,Harington School,F1619,0,0,3,5,11,-1,147,88%,3%,84%,47%,1%,147,88%,5,11,-1,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,0%,100%,50%,0%
LA,857,,,,,,,NA,5,NA,NA,147,88%,3%,84%,47%,1%,147,88%,5,NA,NA,NA,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,87%,3%,83%,47%,1%
1,892,4000,137184,Nottingham Girls' Academy,AC,0,0,3,12,25,-1,39,82%,3%,79%,10%,0%,39,82%,12,24,0,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,83%,SUPP,SUPP,SUPP,0%
1,892,4004,140984,Nottingham University Academy of Science and Technology,F,0,0,2,9,16,1,113,88%,7%,80%,41%,1%,92,89%,6,14,-2,3,21,81%,26,47,4,2,0,0%,NA,NA,NA,NA,69%,0%,SUPP,SUPP,SUPP
1,892,4010,145952,The Bulwell Academy,AC,0,0,3,-1,15,-17,26,58%,0%,58%,0%,0%,26,58%,-1,14,-16,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,50%,0%,50%,0%,0%
1,892,4020,141010,Nottingham Free School,F,0,0,3,-6,9,-21,27,74%,4%,70%,44%,0%,27,74%,-6,9,-21,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,892,4462,139765,The Nottingham Emmanuel School,ACC,0,0,3,0,10,-10,69,77%,0%,74%,25%,3%,69,77%,0,9,-9,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,67%,0%,67%,27%,0%
1,892,4615,137798,Bluecoat Aspley Academy,ACC,0,0,2,14,19,8,211,87%,1%,82%,17%,3%,193,88%,12,17,6,2,18,83%,37,59,14,2,0,0%,NA,NA,NA,NA,86%,2%,79%,13%,5%
1,892,5404,138341,The Trinity Catholic School A Voluntary Academy,ACC,0,0,3,7,15,-1,87,83%,1%,80%,33%,1%,87,83%,7,15,-1,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,92%,SUPP,SUPP,SUPP,SUPP
1,892,6905,134253,Djanogly City Academy,AC,0,0,3,4,35,-27,7,57%,29%,29%,0%,0%,7,57%,4,33,-25,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,892,6906,135761,Nottingham University Samworth Academy,AC,0,0,5,-48,-18,-77,8,13%,0%,13%,13%,0%,8,13%,-48,-20,-75,5,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,0%,SUPP,SUPP,0%
1,892,6907,135881,Nottingham Academy,AC,0,0,3,-3,6,-12,72,67%,1%,64%,8%,1%,68,65%,-7,2,-16,3,4,SUPP,SUPP,SUPP,SUPP,1,0,0%,NA,NA,NA,NA,74%,SUPP,SUPP,SUPP,SUPP
1,892,8001,130776,Nottingham College,General Further Education College,0,0,3,-3,0,-6,726,55%,1%,46%,6%,8%,294,63%,-8,-3,-12,4,25,44%,0,19,-19,3,407,49%,1,5,-3,3,55%,1%,48%,6%,6%
1,892,8601,147285,Bilborough College,ACC1619,0,0,3,1,3,-1,839,77%,2%,73%,26%,2%,790,78%,0,2,-2,3,4,SUPP,SUPP,SUPP,SUPP,3,45,80%,31,45,16,1,75%,1%,72%,16%,2%
LA,892,,,,,,,NA,2,NA,NA,2224,71%,2%,65%,19%,4%,1700,76%,0,NA,NA,NA,72,65%,17,NA,NA,NA,452,52%,4,NA,NA,NA,72%,2%,66%,21%,4%
1,940,4009,139060,Lodge Park Academy,AC,0,0,1,26,40,11,32,88%,6%,75%,13%,6%,21,90%,23,40,5,1,11,82%,31,60,1,2,0,0%,NA,NA,NA,NA,83%,0%,83%,0%,0%
1,940,4012,139819,Weavers Academy,AC,0,0,3,5,17,-7,44,80%,2%,77%,23%,0%,43,81%,6,18,-6,3,1,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,940,4013,139957,Kingswood Secondary Academy,AC,0,0,3,-5,6,-16,50,66%,0%,66%,12%,0%,50,66%,-5,6,-16,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,67%,0%,67%,11%,0%
1,940,4014,139961,Wrenn School,AC,0,0,3,9,20,-2,52,85%,0%,85%,33%,0%,52,85%,9,19,-1,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,0%,100%,33%,0%
1,940,4015,137049,Montsaye Academy,ACC,0,0,3,-5,6,-16,53,72%,2%,70%,19%,0%,53,72%,-5,5,-15,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,86%,SUPP,SUPP,SUPP,0%
1,940,4016,142063,Prince William School,AC,0,0,3,-7,2,-16,70,69%,7%,61%,23%,0%,68,69%,-7,2,-16,3,2,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,50%,17%,33%,17%,0%
1,940,4027,146209,Rushden Academy,AC,0,0,5,-22,-9,-34,42,50%,2%,48%,5%,0%,42,50%,-22,-9,-34,5,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,86%,SUPP,SUPP,SUPP,0%
1,940,4038,146489,Wollaston School,ACC,0,0,3,0,7,-7,126,76%,5%,71%,26%,1%,125,77%,0,7,-7,3,0,0%,NA,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,3,SUPP,0%,SUPP,SUPP,SUPP
1,940,4055,122066,The Latimer Arts College,FD,0,0,3,-6,4,-16,59,75%,3%,69%,34%,2%,59,75%,-6,4,-16,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,940,4094,139988,The Ferrers School,ACC,0,0,3,-2,9,-13,52,73%,8%,65%,21%,0%,52,73%,-2,8,-12,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,86%,0%,86%,29%,0%
1,940,4601,137086,Bishop Stopford School,ACC,0,0,3,3,8,-2,192,86%,2%,83%,42%,2%,192,86%,3,8,-2,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,85%,0%,85%,38%,0%
1,940,5400,136976,Southfield School for Girls,ACC,0,0,3,-1,9,-11,66,79%,0%,74%,24%,5%,66,79%,-1,8,-10,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,940,5406,137613,Manor School,ACC,0,0,3,-7,4,-18,53,66%,2%,62%,21%,2%,52,67%,-6,4,-16,3,1,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,940,5409,137912,Sir Christopher Hatton Academy,ACC,0,0,3,7,16,-2,83,89%,1%,86%,36%,2%,83,89%,7,15,-1,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,85%,SUPP,77%,23%,SUPP
1,940,6906,135306,Corby Business Academy,AC,0,0,3,10,22,-2,44,82%,0%,77%,11%,5%,44,82%,10,21,-1,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,57%,0%,SUPP,SUPP,SUPP
1,940,6907,135317,Brooke Weston Academy,AC,0,0,3,-5,1,-11,143,78%,1%,76%,25%,1%,143,78%,-5,1,-11,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,86%,0%,SUPP,SUPP,SUPP
1,940,6908,135966,Kettering Buccleuch Academy,AC,0,0,3,-8,1,-17,77,70%,5%,65%,29%,0%,77,70%,-8,0,-16,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,57%,7%,50%,21%,0%
1,940,6909,135967,Kettering Science Academy,AC,0,0,3,6,18,-6,45,82%,2%,78%,20%,2%,45,82%,6,17,-5,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
LA,940,,,,,,,NA,-1,NA,NA,1332,76%,3%,73%,26%,1%,1316,77%,-1,NA,NA,NA,15,67%,18,NA,NA,NA,1,0%,-45,NA,NA,NA,77%,3%,73%,27%,1%
1,941,2022,138073,DSLV E-ACT Academy,AC,0,0,3,-8,10,-26,20,60%,0%,60%,0%,0%,20,60%,-8,9,-25,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,941,4000,136948,Weston Favell Academy,AC,0,0,2,12,22,1,64,80%,2%,78%,19%,0%,55,80%,9,19,-1,3,9,78%,26,58,-6,3,0,0%,NA,NA,NA,NA,91%,SUPP,SUPP,SUPP,0%
1,941,4001,138235,The Parker E-ACT Academy,AC,0,0,5,-19,-9,-28,70,44%,0%,41%,3%,3%,70,44%,-19,-9,-28,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,36%,0%,SUPP,SUPP,SUPP
1,941,4004,136488,Sponne School,ACC,0,0,4,-10,-2,-17,134,67%,3%,62%,23%,2%,132,68%,-10,-3,-16,4,2,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,SUPP,0%,29%,0%,SUPP
1,941,4005,137089,Caroline Chisholm School,ACC,0,0,3,2,9,-5,119,81%,1%,79%,31%,1%,119,81%,2,9,-5,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,83%,SUPP,SUPP,SUPP,SUPP
1,941,4007,138858,Abbeyfield School,AC,0,0,3,2,11,-7,76,78%,1%,76%,24%,0%,76,78%,2,11,-7,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,73%,SUPP,SUPP,SUPP,0%
1,941,4011,139690,Silverstone UTC,UTC,0,0,3,2,10,-6,99,55%,7%,42%,7%,5%,23,30%,-34,-17,-50,5,45,73%,22,36,7,2,31,45%,-1,16,-18,3,50%,17%,33%,17%,0%
1,941,4018,142485,Northampton International Academy,F,0,0,2,14,22,5,105,84%,0%,82%,22%,2%,105,84%,14,21,6,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,79%,0%,79%,17%,0%
1,941,4022,137614,Moulton School and Science College,ACC,0,0,3,5,14,-4,78,85%,4%,81%,33%,0%,78,85%,5,13,-3,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,0%,100%,10%,0%
1,941,4041,143421,Elizabeth Woodville School,ACC,0,0,3,2,12,-8,59,71%,3%,64%,12%,3%,59,71%,2,12,-8,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,941,4042,136489,Guilsborough Academy,ACC,0,0,3,4,12,-4,90,81%,3%,76%,29%,2%,90,81%,4,12,-4,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,50%,0%,50%,0%,0%
1,941,4051,137087,Campion School,ACC,0,0,3,7,16,-2,74,88%,0%,88%,35%,0%,74,88%,7,16,-2,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,941,4066,138214,The Duston School,ACC,0,0,3,2,10,-6,101,83%,3%,79%,32%,1%,101,83%,2,9,-5,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,85%,SUPP,77%,15%,SUPP
1,941,4071,138932,Kingsthorpe College,ACC,0,0,3,-1,8,-10,78,68%,1%,67%,9%,0%,77,68%,-2,6,-10,3,1,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,68%,SUPP,SUPP,SUPP,0%
1,941,4076,140510,Northampton School for Girls,ACC,0,0,3,4,10,-2,143,80%,3%,76%,27%,1%,143,80%,4,10,-2,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,68%,0%,SUPP,SUPP,SUPP
1,941,4089,137878,Chenderit School,ACC,0,0,3,4,12,-4,106,77%,1%,75%,27%,1%,106,77%,4,11,-3,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,33%,SUPP,SUPP,SUPP,SUPP
1,941,4550,139158,Magdalen College School,ACC,0,0,2,10,18,1,93,85%,1%,84%,22%,0%,93,85%,10,18,1,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,941,4703,142747,Thomas Becket Catholic School,ACC,0,0,NA,SUPP,SUPP,SUPP,4,SUPP,SUPP,SUPP,SUPP,SUPP,4,SUPP,SUPP,SUPP,SUPP,5,0,SUPP,NA,NA,NA,NA,0,SUPP,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,941,5404,136299,Northampton School for Boys,ACC,0,0,3,1,6,-4,252,86%,2%,83%,42%,SP,252,86%,1,5,-3,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,77%,SUPP,69%,8%,SUPP
1,941,6905,134814,Northampton Academy,AC,0,0,2,11,20,1,83,92%,0%,92%,45%,0%,83,92%,11,19,2,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,89%,0%,89%,30%,0%
1,941,6910,136201,Malcolm Arnold Academy,AC,0,0,2,13,24,1,50,86%,0%,86%,22%,0%,50,86%,13,24,1,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,91%,0%,91%,9%,0%
1,941,8007,130769,Northampton College,General Further Education College,0,0,3,-1,2,-4,622,49%,2%,43%,3%,4%,86,58%,-6,2,-14,3,96,47%,0,9,-9,3,440,48%,0,4,-4,3,44%,2%,37%,1%,5%
1,941,8300,130772,Moulton College,Agriculture and Horticulture College,0,0,4,-15,-11,-18,584,38%,1%,32%,3%,4%,219,45%,-17,-11,-22,4,341,35%,-13,-7,-18,4,24,13%,-31,-11,-50,5,39%,1%,31%,2%,7%
LA,941,,,,,,,NA,-1,NA,NA,3104,64%,2%,60%,17%,2%,2115,74%,0,NA,NA,NA,494,41%,-7,NA,NA,NA,495,46%,-2,NA,NA,NA,65%,2%,61%,19%,2%
