TIME_PERIOD,TIME_IDENTIFIER,TRUST_GROUP_TYPE,TRUST_NAME,TRUST_UID,TRUST_ID,TRUST_COMPANIES_HOUSE_NUMBER,TRUST_UKPRN,TRUST_LEADREGION,INSTITUTIONS_MATPTINC,NUMINST_MATPTINC,NUMINST_CONVERTER_MATPTINC,NUMINST_SPONSOR_MATPTINC,NUMINST_FREE_MATPTINC,NUMINST_STUDIO_MATPTINC,NUMINST_UTC_MATPTINC,NUMINST_FSM6CLA1A_MATPTINC,NUMINST_3_MATPTINC,NUMINST_4_MATPTINC,NUMINST_5PLUS_MATPTINC,TPUP_MATPTINC,KS2ASS_MATPTINC,PFSM6CLA1A_MATPTINC,PNOTFSM6CLA1A_MATPTINC,PEALGRP2_MATPTINC,PSEN_ALL4_MATPTINC,ATT8SCR_WGTAVG,P8MEACOV,P8MEA_WGTAVG,P8CILOW,P8CIUPP,PTL2BASICS_95_WGTAVG,EBACCAPS_WGTAVG,PTEBACC_95_WGTAVG,PTEBACC_94_WGTAVG,PTEBACC_E_PTQ_EE_WGTAVG,ATT8SCR_WGTAVG_FSM6CLA1A,P8MEA_WGTAVG_FSM6CLA1A,P8CILOW_FSM6CLA1A,P8CIUPP_FSM6CLA1A,PTL2BASICS_95_WGTAVG_FSM6CLA1A,EBACCAPS_WGTAVG_FSM6CLA1A,PTEBACC_95_WGTAVG_FSM6CLA1A,PTEBACC_94_WGTAVG_FSM6CLA1A,PTEBACC_E_PTQ_EE_WGTAVG_FSM6CLA1A,ATT8SCR_WGTAVG_NFSM6CLA1A,P8MEA_WGTAVG_NFSM6CLA1A,P8CILOW_NFSM6CLA1A,P8CIUPP_NFSM6CLA1A,PTL2BASICS_95_WGTAVG_NFSM6CLA1A,EBACCAPS_WGTAVG_NFSM6CLA1A,PTEBACC_95_WGTAVG_NFSM6CLA1A,PTEBACC_94_WGTAVG_NFSM6CLA1A,PTEBACC_E_PTQ_EE_WGTAVG_NFSM6CLA1A,P8_BANDING,INSTITUTIONS_INMAT,NUMINST_INMAT,NUMINST_CONVERTER_INMAT,NUMINST_SPONSOR_INMAT,NUMINST_FREE_INMAT,NUMINST_STUDIO_INMAT,NUMINST_UTC_INMAT,TPUP_INMAT,PFSM6CLA1A_INMAT,PNOTFSM6CLA1A_INMAT
202324,Academic year,Multi-academy trust,John Taylor Mat,5690,TR01177,7421140,10057362,West Midlands,136323;142313;145889;147574,4,3,0,1,0,0,4,0,1,3,817,105.3,16%,84%,10%,12%,49.1,98%,0.07,-0.02,0.17,47%,4.38,19%,27%,49%,39,-0.3,-0.55,-0.06,23%,3.37,7%,9%,37%,51,0.14,0.04,0.25,52%,4.57,21%,30%,51%,Average,136323;142313;143899;145889;147574;149376,6,5,0,1,0,0,1247,16%,84%
202324,Academic year,Multi-academy trust,The Kemnal Academies Trust,3586,TR01192,7348231,10058343,South East,136156;136281;136304;136342;136456;136555;136720;137072;137096;138437;138620;138686;140105;140605,14,10,4,0,0,0,14,0,0,14,2308,102.9,29%,71%,10%,19%,38.7,94%,-0.44,-0.5,-0.39,29%,3.28,6%,12%,21%,29.8,-0.97,-1.08,-0.86,15%,2.46,2%,6%,15%,42.4,-0.22,-0.29,-0.15,35%,3.62,8%,14%,24%,Below average,136156;136281;136304;136342;136456;136555;136720;137072;137096;138437;138620;138686;140105;140605,14,10,4,0,0,0,2308,29%,71%
202324,Academic year,Multi-academy trust,Kent Catholic Schools' Partnership,3594,TR01197,8176019,10060024,South East,140537;140640;140874;141217;141628,5,4,1,0,0,0,5,0,0,5,871,102.8,21%,79%,14%,23%,43.4,94%,0.03,-0.07,0.12,36%,3.73,9%,17%,29%,33.6,-0.56,-0.77,-0.35,18%,2.84,3%,10%,21%,46,0.18,0.08,0.29,41%,3.97,11%,19%,31%,Average,140537;140640;140874;141217;141628,5,4,1,0,0,0,871,21%,79%
202324,Academic year,Multi-academy trust,Education South West,3643,TR01237,7451553,10058417,South West,136200;136367;136494;137176;141749,5,3,1,0,0,1,5,1,0,4,568,104.9,22%,78%,2%,30%,44.1,97%,-0.38,-0.49,-0.26,41%,3.96,13%,25%,58%,32.6,-1.01,-1.26,-0.76,23%,2.81,4%,10%,32%,47.1,-0.21,-0.34,-0.07,46%,4.26,15%,29%,64%,Below average,136200;136367;136494;137176;141749;149247,6,4,1,0,0,1,709,24%,76%
202324,Academic year,Multi-academy trust,Zenith Multi Academy Trust,16575,TR01255,7559293,10058621,East of England,136577;138865;147031,3,2,1,0,0,0,3,0,0,3,718,104.3,22%,78%,3%,15%,44.3,99%,-0.18,-0.29,-0.08,40%,3.86,17%,29%,44%,33.1,-0.75,-0.97,-0.53,17%,2.76,7%,13%,27%,47.4,-0.02,-0.14,0.1,46%,4.18,20%,33%,49%,Below average,136577;138865;147031,3,2,1,0,0,0,718,22%,78%
202324,Academic year,Multi-academy trust,L.e.a.d. Academy Trust,3670,TR01262,8296921,10060187,East Midlands,143853;143963;144066,3,1,2,0,0,0,3,0,0,3,478,101.9,44%,56%,10%,20%,35.7,95%,-0.55,-0.68,-0.42,28%,3.07,5%,8%,21%,29.4,-0.87,-1.07,-0.68,17%,2.47,2%,4%,17%,40.7,-0.28,-0.46,-0.11,36%,3.54,7%,12%,24%,Well below average,143853;143963;144066,3,1,2,0,0,0,478,44%,56%
202324,Academic year,Multi-academy trust,The Laidlaw Schools Trust,3677,TR01268,5735093,10058196,North East,135423;145477;147670,3,1,2,0,0,0,3,0,1,2,513,101.6,52%,48%,22%,19%,36.9,97%,-0.48,-0.61,-0.36,26%,3.23,10%,17%,39%,28.3,-0.93,-1.11,-0.76,14%,2.42,4%,9%,28%,47,0.04,-0.14,0.22,40%,4.18,17%,28%,53%,Below average,135423;145477;147670,3,1,2,0,0,0,513,52%,48%
202324,Academic year,Multi-academy trust,Landau Forte Charitable Trust,3684,TR01273,2387916,10058153,East Midlands,135120;136136;137146,3,0,3,0,0,0,3,0,0,3,543,104.4,29%,71%,12%,13%,46.4,96%,-0.02,-0.14,0.1,42%,4.16,19%,30%,51%,38.2,-0.43,-0.66,-0.21,26%,3.37,12%,22%,41%,49.7,0.15,0,0.29,49%,4.48,22%,33%,55%,Average,135120;136136;137146,3,0,3,0,0,0,543,29%,71%
202324,Academic year,Multi-academy trust,Athena Learning Trust,16055,TR01285,8150106,10059947,South West,139155;142540;146567,3,1,1,1,0,0,3,0,0,3,528,102.6,26%,74%,2%,21%,43.4,96%,-0.04,-0.16,0.09,45%,4.07,20%,30%,57%,32.4,-0.56,-0.79,-0.32,26%,2.96,7%,12%,40%,47.3,0.15,0.01,0.3,51%,4.46,24%,36%,63%,Average,136614;139155;142540;146567,4,2,1,1,0,0,631,26%,74%
202324,Academic year,Multi-academy trust,Leigh Academies Trust,3725,TR01302,2336587,10058151,South East,135297;135630;135964;136205;136349;136662;136847;137119;137581;140987;141309;145315;145895,13,4,7,1,0,1,13,2,0,11,2421,104.1,23%,77%,13%,17%,46.2,94%,0.01,-0.05,0.07,45%,4.2,19%,28%,55%,37.5,-0.41,-0.54,-0.29,28%,3.34,8%,15%,44%,48.7,0.14,0.07,0.2,50%,4.45,22%,32%,59%,Average,135297;135630;135964;136205;136349;136662;136847;137119;137581;140987;141309;145315;145895;149898,14,4,8,1,0,1,2687,24%,76%
202324,Academic year,Multi-academy trust,Loxford School Trust Limited,3797,TR01354,8743560,10060647,London,136663;139179;140475;141178;144095;147185,6,3,3,0,0,0,6,0,0,6,1009,103.5,31%,69%,38%,26%,46.5,95%,0.19,0.1,0.28,47%,4.16,21%,32%,58%,37.2,-0.31,-0.47,-0.15,31%,3.25,12%,18%,45%,50.7,0.42,0.31,0.53,55%,4.57,25%,38%,64%,Above average,136663;139179;140475;141178;144095;147185,6,3,3,0,0,0,1009,31%,69%
202324,Academic year,Multi-academy trust,Maiden Erlegh Trust,15762,TR01378,7548754,10058569,South East,136637;141886;146103,3,1,1,1,0,0,3,0,0,3,521,105.2,16%,84%,33%,22%,52.1,91%,0.33,0.2,0.45,59%,4.79,32%,41%,65%,33,-0.69,-1,-0.39,27%,2.89,9%,13%,32%,55.8,0.54,0.4,0.69,65%,5.16,36%,46%,72%,Above average,136637;141886;146103,3,1,1,1,0,0,521,16%,84%
202324,Academic year,Multi-academy trust,The Athelstan Trust,5494,TR01381,7699625,10059106,South West,136985;137308;138421;142316;148295,5,4,1,0,0,0,5,1,1,3,788,103.9,16%,84%,7%,19%,46.2,93%,0.04,-0.06,0.15,45%,4.08,16%,22%,33%,32.9,-0.49,-0.74,-0.24,19%,2.82,5%,8%,17%,48.7,0.15,0.03,0.26,50%,4.33,18%,24%,36%,Average,136985;137308;138421;142316;148295,5,4,1,0,0,0,788,16%,84%
202324,Academic year,Multi-academy trust,Maltby Learning Trust,3834,TR01382,7033915,10058279,Yorkshire and the Humber,136042;144364;145848,3,1,2,0,0,0,3,0,0,3,683,104.9,27%,73%,5%,16%,47.4,98%,-0.01,-0.11,0.1,46%,3.95,8%,11%,14%,37,-0.48,-0.69,-0.27,24%,2.99,3%,3%,7%,51.2,0.17,0.04,0.29,53%,4.3,10%,14%,17%,Average,136042;144364;145848,3,1,2,0,0,0,683,27%,73%
202324,Academic year,Multi-academy trust,Marches Academy Trust,3855,TR01398,7680422,10058925,West Midlands,136979;141176;146580;147540,4,3,1,0,0,0,4,0,0,4,721,103.6,24%,76%,8%,11%,42.3,91%,-0.3,-0.41,-0.19,38%,3.75,13%,20%,38%,33.2,-0.68,-0.9,-0.47,21%,2.88,4%,8%,25%,45.2,-0.17,-0.29,-0.04,43%,4.03,16%,24%,42%,Below average,136979;140922;141176;146580;147540,5,4,1,0,0,0,935,22%,78%
202324,Academic year,Multi-academy trust,Acer Trust,15720,TR01414,9591931,10060976,South East,142104;143984;144008,3,3,0,0,0,0,3,0,0,3,591,104.5,13%,87%,10%,18%,46.3,95%,-0.02,-0.14,0.09,48%,4.15,19%,26%,36%,29.6,-1.27,-1.61,-0.93,17%,2.54,4%,5%,13%,48.8,0.15,0.02,0.27,52%,4.39,21%,29%,39%,Average,142104;143984;144008,3,3,0,0,0,0,591,13%,87%
202324,Academic year,Multi-academy trust,Hope Sentamu Learning Trust,5632,TR01418,7559537,10058624,Yorkshire and the Humber,135598;136544;143864;144929;146769;146819,6,2,4,0,0,0,6,1,0,5,1040,103.4,26%,74%,7%,9%,41.6,96%,-0.33,-0.41,-0.24,38%,3.65,9%,15%,28%,27.4,-1.14,-1.31,-0.97,14%,2.36,1%,5%,17%,46.2,-0.06,-0.16,0.04,45%,4.07,12%,18%,32%,Below average,135598;136544;143864;144929;146769;146819,6,2,4,0,0,0,1040,26%,74%
202324,Academic year,Multi-academy trust,The Midland Academies Trust,3908,TR01434,7191874,10058296,West Midlands,136158;137079;138327;138644,4,2,2,0,0,0,4,0,0,4,636,102.1,35%,65%,5%,19%,37.4,97%,-0.48,-0.59,-0.36,31%,3.17,8%,11%,17%,29.8,-0.82,-1.01,-0.63,21%,2.47,4%,5%,9%,41.4,-0.29,-0.43,-0.15,36%,3.54,11%,14%,22%,Below average,136158;137079;138327;138644,4,2,2,0,0,0,636,35%,65%
202324,Academic year,Multi-academy trust,Midsomer Norton Schools Partnership,3910,TR01435,7365778,10031575,South West,136311;136335;136966;137202;137548;142125;146972;147801;148830,9,8,0,0,1,0,9,2,1,6,1229,105,22%,78%,6%,18%,49.9,95%,0.21,0.12,0.29,52%,4.49,23%,34%,52%,38,-0.34,-0.51,-0.17,26%,3.25,4%,11%,30%,53.3,0.36,0.27,0.45,59%,4.84,28%,41%,58%,Above average,136311;136335;136894;136966;137202;137548;142125;146972;147801;148830,10,9,0,0,1,0,1427,21%,79%
202324,Academic year,Multi-academy trust,South Pennine Academies,3933,TR01454,7599308,10058690,Yorkshire and the Humber,137500;143115;144508,3,1,2,0,0,0,3,0,0,3,540,101.5,48%,52%,43%,15%,38.4,90%,-0.3,-0.42,-0.17,31%,3.26,5%,9%,27%,34.1,-0.53,-0.71,-0.35,20%,2.86,4%,7%,22%,42.4,-0.08,-0.26,0.09,41%,3.64,6%,11%,32%,Below average,137500;143115;144508,3,1,2,0,0,0,540,48%,52%
202324,Academic year,Multi-academy trust,Bridge Academy Trust,16858,TR01462,7663795,10058864,East of England,136863;137013;139248;141947,4,2,1,1,0,0,4,2,0,2,737,104.5,17%,83%,5%,7%,48.4,97%,0.15,0.05,0.25,48%,4.24,16%,23%,41%,34.3,-0.43,-0.68,-0.17,21%,2.91,6%,11%,29%,51.1,0.26,0.14,0.37,54%,4.49,18%,26%,43%,Above average,136863;137013;139248;141947,4,2,1,1,0,0,737,17%,83%
202324,Academic year,Multi-academy trust,Leading Edge Academies Partnership,17055,TR01470,7657923,10058841,South West,136873;140836;144638,3,1,2,0,0,0,3,0,0,3,315,103.9,19%,81%,1%,23%,41.7,98%,-0.36,-0.52,-0.2,34%,3.62,12%,18%,28%,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,Below average,136873;140836;144638,3,1,2,0,0,0,315,19%,81%
202324,Academic year,Multi-academy trust,Summit Learning Trust,4004,TR01509,7348167,10058342,West Midlands,136406;142075;142388,3,1,2,0,0,0,3,0,0,3,687,102.8,49%,51%,39%,18%,44.2,95%,0.05,-0.06,0.15,39%,3.9,15%,26%,59%,38.7,-0.28,-0.44,-0.13,26%,3.36,8%,17%,51%,49.5,0.37,0.21,0.52,52%,4.43,22%,34%,67%,Average,136406;142075;142388,3,1,2,0,0,0,687,49%,51%
202324,Academic year,Multi-academy trust,Girls' Learning Trust,15882,TR01513,7627961,10058720,London,136789;136795;136797,3,3,0,0,0,0,3,0,0,3,630,111.6,13%,87%,37%,6%,70.8,92%,0.79,0.67,0.9,85%,6.37,43%,45%,47%,57.6,0.37,0.07,0.68,63%,4.9,18%,19%,23%,72.9,0.85,0.73,0.98,89%,6.6,47%,49%,51%,Well above average,136789;136795;136797,3,3,0,0,0,0,630,13%,87%
202324,Academic year,Multi-academy trust,Northern Education Trust,4036,TR01527,7189647,10058295,North East,135878;136135;136146;139405;139673;140002;140979;141185;141686;147541;148135,11,0,11,0,0,0,11,0,1,10,2085,104,44%,56%,8%,15%,44.7,94%,-0.11,-0.18,-0.05,49%,4.07,21%,30%,43%,37.2,-0.5,-0.59,-0.4,35%,3.34,13%,20%,34%,50.6,0.19,0.11,0.28,59%,4.65,28%,37%,51%,Below average,135878;136135;136146;139405;139673;140002;140979;141185;141686;147541;148135;149235;150268,13,2,11,0,0,0,2332,44%,56%
202324,Academic year,Multi-academy trust,Northern Schools Trust,4041,TR01530,5067702,10058179,North West,131065;139588;139589,3,0,1,0,1,1,3,0,0,3,459,103.2,55%,45%,32%,22%,41.7,89%,-0.28,-0.42,-0.14,35%,3.38,4%,6%,14%,38.5,-0.36,-0.54,-0.17,28%,3.12,4%,6%,16%,45.6,-0.19,-0.39,0.02,43%,3.7,3%,5%,13%,Below average,131065;139588;139589,3,0,1,0,1,1,459,55%,45%
202324,Academic year,Multi-academy trust,Oasis Community Learning,4076,TR01553,5398529,10058190,London,134311;135176;135209;135628;135629;135654;135661;135663;135671;135721;135958;135968;136027;139659;139995;140209;140394;141082;141652;145723;146284,21,0,18,3,0,0,21,0,0,21,3499,102.7,45%,55%,28%,17%,39,92%,-0.46,-0.5,-0.41,32%,3.56,13%,21%,54%,32.6,-0.79,-0.86,-0.72,22%,2.95,8%,15%,46%,44.3,-0.17,-0.24,-0.1,41%,4.07,17%,27%,60%,Below average,134311;135176;135209;135628;135629;135654;135661;135663;135671;135721;135958;135968;136027;139659;139995;140209;140394;141082;141652;145723;146284,21,0,18,3,0,0,3499,45%,55%
202324,Academic year,Multi-academy trust,The Olympus Academy Trust,4095,TR01568,7844791,10059430,South West,137753;139067;145124;145502,4,2,2,0,0,0,4,0,0,4,839,104.3,18%,82%,14%,17%,45.6,93%,-0.1,-0.2,0,46%,3.83,9%,12%,18%,28.6,-0.97,-1.2,-0.74,14%,2.31,1%,2%,6%,49.3,0.11,0,0.22,53%,4.16,10%,15%,20%,Average,137753;139067;145124;145502,4,2,2,0,0,0,839,18%,82%
202324,Academic year,Multi-academy trust,Ormiston Academies Trust,4106,TR01577,6982127,10058272,West Midlands,135234;135769;135960;135979;135980;136145;136185;136186;136187;136680;137109;137152;137196;137673;137674;138506;139403;139918;140032;140199;140364;140845;140864;141169;141269;142186;145008;145134;145501;146063;147683;147796,32,5,26,1,0,0,32,0,2,30,5784,103.2,34%,66%,13%,18%,40.9,96%,-0.33,-0.37,-0.29,35%,3.47,7%,12%,25%,32.3,-0.77,-0.83,-0.7,19%,2.7,3%,6%,18%,45.4,-0.1,-0.15,-0.05,43%,3.88,10%,16%,29%,Below average,135234;135769;135960;135979;135980;136145;136185;136186;136187;136680;137109;137152;137196;137673;137674;138506;139403;139918;140032;140199;140364;140845;140864;141169;141269;142186;145008;145134;145501;146063;147683;147796,32,5,26,1,0,0,5784,34%,66%
202324,Academic year,Multi-academy trust,Outwood Grange Academies Trust,4119,TR01585,6995649,10058273,North East,135961;135963;136394;137004;137412;138247;138248;138711;139210;139211;139277;139823;140415;141377;141399;143146;143938;144976;145188;145937;145938;147544;148337,23,5,18,0,0,0,23,1,0,22,4368,103.3,33%,67%,11%,19%,42.3,95%,-0.22,-0.26,-0.17,43%,3.77,16%,23%,34%,32,-0.78,-0.86,-0.71,24%,2.78,6%,11%,23%,47.3,0.06,0.01,0.11,53%,4.25,20%,29%,40%,Below average,135961;135963;136394;137004;137412;138247;138248;138711;139210;139211;139277;139823;140415;141377;141399;143146;143938;144976;145188;145937;145938;147544;148337;148522;148526;149429,26,6,20,0,0,0,4791,33%,67%
202324,Academic year,Multi-academy trust,Core Education Trust,4145,TR01605,7949154,10059585,West Midlands,138059;141003;145580;148187,4,1,1,2,0,0,4,0,1,3,733,101.4,48%,52%,43%,15%,37.3,88%,-0.32,-0.43,-0.21,28%,3.28,6%,10%,26%,31.5,-0.61,-0.77,-0.45,17%,2.74,4%,9%,23%,42.4,-0.07,-0.22,0.08,38%,3.77,8%,12%,29%,Below average,138059;141003;145580;148187,4,1,1,2,0,0,733,48%,52%
202324,Academic year,Multi-academy trust,Advance Learning Partnership,16711,TR01611,7928558,10059549,North East,137903;144991;145564;147122;148109;148706,6,4,2,0,0,0,6,1,1,4,762,103.6,38%,62%,1%,18%,44.3,98%,-0.04,-0.14,0.06,34%,3.63,7%,12%,18%,38,-0.28,-0.45,-0.12,23%,3.05,5%,9%,15%,48.2,0.11,-0.02,0.24,41%,3.99,8%,14%,21%,Average,136838;137903;144991;145564;147122;148109;148706;149251;149962,9,7,2,0,0,0,1204,35%,65%
202324,Academic year,Multi-academy trust,Partnership Learning,5485,TR01615,8339345,10053276,London,139791;141683;142908;143144;143946;145106,6,3,1,2,0,0,6,0,0,6,1213,104,36%,64%,42%,10%,48.6,91%,0.34,0.25,0.42,48%,4.45,26%,37%,63%,42.6,-0.06,-0.2,0.08,33%,3.78,16%,25%,53%,52,0.56,0.46,0.67,56%,4.83,31%,44%,69%,Above average,139791;141683;142908;143144;143946;145106;148932,7,3,1,2,0,1,1229,36%,64%
202324,Academic year,Multi-academy trust,Cornwall Education Learning Trust,5479,TR01632,7565242,10055139,South West,136533;136573;145108;147442,4,2,2,0,0,0,4,0,2,2,891,103.4,23%,77%,3%,16%,46.6,98%,0.21,0.12,0.31,44%,4.14,17%,27%,49%,37.8,-0.12,-0.32,0.07,28%,3.33,11%,16%,39%,49.4,0.32,0.21,0.43,49%,4.39,19%,30%,53%,Above average,136383;136533;136573;145108;147442,5,3,2,0,0,0,1136,25%,75%
202324,Academic year,Multi-academy trust,The Futures Trust,15732,TR01671,8678162,10060589,West Midlands,140248;142339;145179;148417,4,3,1,0,0,0,4,1,0,3,746,102.8,33%,67%,29%,21%,46.1,92%,0.23,0.13,0.34,48%,4.07,13%,17%,25%,39.6,-0.01,-0.19,0.18,33%,3.44,8%,11%,19%,49.3,0.36,0.23,0.49,55%,4.38,15%,20%,28%,Above average,140248;142339;145179;148417,4,3,1,0,0,0,746,33%,67%
202324,Academic year,Multi-academy trust,The Priory Learning Trust,16417,TR01687,7698707,10059096,South West,137300;143137;146439,3,1,2,0,0,0,3,0,0,3,828,103.8,21%,79%,6%,11%,41.9,98%,-0.31,-0.41,-0.21,35%,3.51,6%,11%,20%,31.8,-0.82,-1.03,-0.61,16%,2.62,2%,5%,13%,44.6,-0.17,-0.28,-0.06,39%,3.76,7%,12%,22%,Below average,137300;143137;146439,3,1,2,0,0,0,828,21%,79%
202324,Academic year,Multi-academy trust,The Priory Federation Of Academies,4253,TR01688,6462935,10058228,East Midlands,135563;135564;135565;136194;138819;145052,6,1,5,0,0,0,6,0,0,6,985,103.1,25%,75%,11%,19%,43.4,97%,-0.04,-0.13,0.05,38%,3.88,17%,25%,44%,32,-0.6,-0.78,-0.42,17%,2.78,6%,10%,28%,47.3,0.15,0.05,0.26,44%,4.25,21%,30%,49%,Average,135563;135564;135565;136194;138819;145052,6,1,5,0,0,0,985,25%,75%
202324,Academic year,Multi-academy trust,The 3-18 Education Trust,4264,TR01697,8064698,10059785,West Midlands,138216;139769;143142;147508,4,3,1,0,0,0,4,1,1,2,612,105.2,17%,83%,3%,17%,45,94%,-0.28,-0.4,-0.17,38%,3.93,13%,23%,42%,31.3,-0.74,-1.02,-0.46,10%,2.64,3%,7%,31%,47.9,-0.19,-0.32,-0.07,44%,4.19,16%,26%,44%,Below average,138216;139143;139769;143142;147508,5,4,1,0,0,0,728,17%,83%
202324,Academic year,Multi-academy trust,Qegsmat,16650,TR01710,7698914,10059103,East Midlands,136972;145132;148639,3,2,1,0,0,0,3,1,0,2,714,104.6,26%,74%,16%,18%,43,94%,-0.27,-0.38,-0.16,40%,3.76,10%,13%,19%,29.3,-0.9,-1.12,-0.69,17%,2.46,2%,4%,8%,48,-0.05,-0.18,0.07,48%,4.24,13%,17%,23%,Below average,136972;145132;148639,3,2,1,0,0,0,714,26%,74%
202324,Academic year,Multi-academy trust,The Mercian Trust,16926,TR01715,7611347,10058703,West Midlands,136620;136773;136777;137974;139789,5,4,0,0,1,0,5,0,0,5,838,107.7,25%,75%,23%,12%,51.4,95%,-0.21,-0.31,-0.11,55%,4.76,34%,43%,52%,39.1,-0.7,-0.89,-0.5,34%,3.52,18%,24%,32%,55.5,-0.04,-0.16,0.07,62%,5.18,40%,49%,59%,Below average,135449;136620;136773;136777;137974;139789;141698;146383,8,4,3,0,1,0,1581,28%,72%
202324,Academic year,Multi-academy trust,Sfaet Ltd,16518,TR01762,7689980,10058976,London,137396;143877;146309,3,2,1,0,0,0,3,0,0,3,477,104.6,19%,81%,19%,17%,48.6,95%,0.18,0.05,0.31,52%,4.56,29%,43%,72%,35,-0.45,-0.75,-0.15,24%,3.14,6%,16%,49%,51.8,0.33,0.18,0.47,58%,4.88,35%,49%,78%,Above average,137396;143877;146309,3,2,1,0,0,0,477,19%,81%
202324,Academic year,Multi-academy trust,Redhill Academy Trust,4338,TR01767,7430317,10058403,East Midlands,136361;136548;137085;137112;138836;140992;141363;144182;144487;146099,10,3,7,0,0,0,10,0,1,9,1802,104.4,26%,74%,7%,13%,45.7,96%,-0.12,-0.19,-0.06,43%,4.15,19%,29%,51%,34.9,-0.64,-0.77,-0.51,22%,3.09,8%,14%,34%,49.6,0.06,-0.02,0.14,50%,4.53,23%,35%,58%,Below average,136361;136548;137085;137112;138836;140992;141363;144182;144487;146099,10,3,7,0,0,0,1802,26%,74%
202324,Academic year,Multi-academy trust,Synergy Multi Academy Trust,16163,TR01774,8198980,10060057,East of England,137621;138829;141395;146237,4,3,1,0,0,0,4,2,0,2,509,104.2,20%,80%,4%,13%,44.2,96%,-0.17,-0.3,-0.05,42%,3.96,15%,27%,45%,32.3,-0.67,-0.95,-0.39,14%,2.76,4%,6%,23%,47.1,-0.05,-0.19,0.09,48%,4.25,18%,32%,50%,Below average,137621;138829;141395;146237,4,3,1,0,0,0,509,20%,80%
202324,Academic year,Multi-academy trust,The Bay Learning Trust,16599,TR01795,7588464,10058677,North West,136731;145082;147115;147260,4,3,1,0,0,0,4,0,1,3,697,103.5,23%,77%,7%,18%,43.4,97%,-0.1,-0.2,0.01,39%,3.67,7%,9%,19%,30,-0.88,-1.1,-0.66,13%,2.48,2%,3%,11%,47.2,0.13,0.01,0.25,46%,4.01,9%,11%,21%,Average,136731;145082;147115;147260,4,3,1,0,0,0,697,23%,77%
202324,Academic year,Multi-academy trust,The Rodillian Multi Academy Trust,4386,TR01807,7990619,10059698,Yorkshire and the Humber,138111;138336;138593;143138,4,1,3,0,0,0,4,0,0,4,728,104.1,21%,79%,5%,23%,48.9,98%,0.31,0.2,0.41,57%,4.55,26%,39%,76%,34.9,-0.42,-0.65,-0.2,32%,3.17,8%,17%,54%,52.7,0.5,0.39,0.62,64%,4.92,31%,45%,82%,Above average,138111;138336;138593;142604;143138,5,1,3,0,0,1,861,22%,78%
202324,Academic year,Multi-academy trust,The Rosedale Hewens Academy Trust,4397,TR01817,7683702,10058942,London,137077;137078;138368;141035,4,2,0,0,2,0,4,0,0,4,283,103.6,35%,65%,71%,12%,47.2,81%,0.25,0.07,0.43,48%,4.03,10%,16%,36%,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,Above average,137077;137078;138368;141035,4,2,0,0,2,0,283,35%,65%
202324,Academic year,Multi-academy trust,The Roseland Multi Academy Trust,16049,TR01818,7557817,10058608,South West,136572;137223;145843,3,2,1,0,0,0,3,0,1,2,458,104,19%,81%,1%,19%,46.7,96%,0.11,-0.02,0.24,43%,4.06,11%,17%,23%,33.3,-0.55,-0.85,-0.24,21%,2.85,1%,6%,12%,49.8,0.26,0.11,0.41,48%,4.34,14%,20%,26%,Average,136572;137223;145843,3,2,1,0,0,0,458,19%,81%
202324,Academic year,Multi-academy trust,The Rowan Learning Trust,4405,TR01824,8010464,10059724,North West,138110;140001;147883,3,1,2,0,0,0,3,0,1,2,539,104.2,39%,61%,11%,18%,38.2,94%,-0.77,-0.89,-0.65,35%,3.18,5%,7%,12%,29.1,-1.39,-1.58,-1.19,22%,2.38,1%,3%,7%,44.2,-0.35,-0.51,-0.19,44%,3.72,7%,10%,15%,Well below average,138110;140001;147883,3,1,2,0,0,0,539,39%,61%
202324,Academic year,Multi-academy trust,Ascend Learning Trust,16676,TR01828,7569743,10058663,South West,135804;136911;137650;144773,4,3,1,0,0,0,4,0,1,3,776,102.7,24%,76%,16%,19%,42.8,91%,-0.05,-0.16,0.05,41%,3.65,9%,14%,27%,32.9,-0.64,-0.85,-0.43,21%,2.79,2%,8%,23%,46,0.15,0.03,0.27,47%,3.92,11%,16%,28%,Average,135804;136911;137650;144773,4,3,1,0,0,0,776,24%,76%
202324,Academic year,Multi-academy trust,Bishop Bewick Catholic Education Trust,16761,TR01843,7841435,10059424,North East,137708;137734;137900;140081;141814,5,5,0,0,0,0,5,2,2,1,1116,105.4,27%,73%,17%,12%,51.5,98%,0.27,0.19,0.36,51%,4.58,23%,33%,49%,43.1,-0.18,-0.35,-0.02,33%,3.72,12%,22%,36%,54.7,0.45,0.35,0.54,57%,4.9,28%,37%,54%,Above average,137708;137734;137900;140081;141814,5,5,0,0,0,0,1116,27%,73%
